"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"5641",2004,"27.5684",NA,"UGA",NA,NA,NA,NA
"5642",2003,"26.6248",NA,"UGA",NA,NA,NA,NA
"5643",2002,"25.718",0.473897,"UGA",NA,NA,NA,NA
"5644",2001,"24.8549",NA,"UGA",NA,NA,NA,NA
"5645",2000,"24.0393",NA,"UGA",NA,NA,NA,NA
"5646",1999,"23.273",0.445744,"UGA",NA,NA,NA,NA
"5647",1998,"22.5518",NA,"UGA",NA,NA,NA,NA
"5648",1997,"21.8659",NA,"UGA",NA,NA,NA,NA
"5649",1996,"21.2021",0.388129,"UGA",NA,NA,NA,NA
"5650",1995,"20.5503",NA,"UGA",NA,NA,NA,NA
"5651",1994,"19.9076",NA,"UGA",NA,NA,NA,NA
"5652",1993,"19.2754",NA,"UGA",NA,NA,NA,NA
"5653",1992,"18.6529",0.250101,"UGA",NA,NA,NA,NA
"5654",1991,"18.0404",NA,"UGA",NA,NA,NA,NA
"5655",1990,"17.4389",NA,"UGA",NA,NA,NA,NA
"5656",1989,"16.8461",0.0936326,"UGA",NA,NA,NA,NA
"5657",1988,"16.2625",NA,"UGA",NA,NA,NA,NA
"5658",1987,"15.6954",NA,"UGA",NA,NA,NA,NA
"5659",1986,"15.1545",NA,"UGA",NA,NA,NA,NA
"5660",1985,"14.6466",NA,"UGA",NA,NA,NA,NA
"5661",1984,"14.1745",NA,"UGA",NA,NA,NA,NA
"5662",1983,"13.7353",NA,"UGA",NA,NA,NA,NA
"5663",1982,"13.3233",NA,"UGA",NA,NA,NA,NA
"5664",1981,"12.9302",NA,"UGA",NA,NA,NA,NA
"5665",1980,"12.5495",NA,"UGA",NA,NA,NA,NA
"5666",2017,"44.776",NA,"UKR",NA,NA,NA,NA
"5667",2016,"45.0046",1.90645,"UKR",NA,NA,NA,NA
"5668",2015,"45.154",1.67356,"UKR",NA,NA,NA,NA
"5669",2014,"45.2719",1.12528,"UKR",NA,NA,NA,NA
"5670",2013,"45.4896",1.00309,"UKR",NA,NA,NA,NA
"5671",2012,"45.5933",1.00579,"UKR",NA,NA,NA,NA
"5672",2011,"45.7061",1,"UKR",NA,NA,NA,NA
"5673",2010,"45.8707",0.926626,"UKR",NA,NA,NA,NA
"5674",2009,"46.0533",0.847173,"UKR",NA,NA,NA,NA
"5675",2008,"46.2582",0.730986,"UKR",NA,NA,NA,NA
"5676",2007,"46.5094",0.583736,"UKR",NA,NA,NA,NA
"5677",2006,"46.7878",0.517315,"UKR",NA,NA,NA,NA
"5678",2005,"47.1052",0.474208,"UKR",NA,NA,NA,NA
"5679",2004,"47.4516",0.417775,"UKR",NA,NA,NA,NA
"5680",2003,"47.813",0.383091,"UKR",NA,NA,NA,NA
"5681",2002,"48.2025",0.364139,"UKR",NA,NA,NA,NA
"5682",2001,"48.6839",NA,"UKR",NA,NA,NA,NA
"5683",2000,"49.1758",NA,"UKR",NA,NA,NA,NA
"5684",1999,"49.6734",0.251787,"UKR",NA,NA,NA,NA
"5685",1998,"50.1439",NA,"UKR",NA,NA,NA,NA
"5686",1997,"50.5941",NA,"UKR",NA,NA,NA,NA
"5687",1996,"51.0572",0.160083,"UKR",NA,NA,NA,NA
"5688",1995,"51.5123",0.0887746,"UKR",NA,NA,NA,NA
"5689",1994,"51.921",NA,"UKR",NA,NA,NA,NA
"5690",1993,"52.1792",0.00187865,"UKR",NA,NA,NA,NA
"5691",1992,"52.1503",3.88559e-05,"UKR",NA,NA,NA,NA
"5692",1991,"52.0005",NA,"UKR",NA,NA,NA,NA
"5693",1990,"51.892",NA,"UKR",NA,NA,NA,NA
"5694",1989,"51.773",NA,"UKR",NA,NA,NA,NA
"5695",1988,"51.521",NA,"UKR",NA,NA,NA,NA
"5696",1987,"51.293",NA,"UKR",NA,NA,NA,NA
"5697",1986,"51.097",NA,"UKR",NA,NA,NA,NA
"5698",1985,"50.917",NA,"UKR",NA,NA,NA,NA
"5699",1984,"50.754",NA,"UKR",NA,NA,NA,NA
"5700",1983,"50.564",NA,"UKR",NA,NA,NA,NA
"5701",1982,"50.384",NA,"UKR",NA,NA,NA,NA
"5702",1981,"50.221",NA,"UKR",NA,NA,NA,NA
"5703",1980,"49.9688",NA,"UKR",NA,NA,NA,NA
"5704",2017,"66.013",NA,"GBR",NA,NA,NA,NA
"5705",2016,"65.6372",NA,"GBR",NA,NA,NA,NA
"5706",2015,"65.1289",1.07042,"GBR",NA,NA,NA,NA
"5707",2014,"64.6132",1.06988,"GBR",NA,NA,NA,NA
"5708",2013,"64.1282",1.05448,"GBR",NA,NA,NA,NA
"5709",2012,"63.7003",1.02822,"GBR",NA,NA,NA,NA
"5710",2011,"63.2589",1,"GBR",NA,NA,NA,NA
"5711",2010,"62.7664",0.957082,"GBR",NA,NA,NA,NA
"5712",2009,"62.2763",0.926636,"GBR",NA,NA,NA,NA
"5713",2008,"61.807",0.906988,"GBR",NA,NA,NA,NA
"5714",2007,"61.3225",0.875357,"GBR",NA,NA,NA,NA
"5715",2006,"60.8468",0.855501,"GBR",NA,NA,NA,NA
"5716",2005,"60.4012",0.835993,"GBR",NA,NA,NA,NA
"5717",2004,"59.9879",0.819202,"GBR",NA,NA,NA,NA
"5718",2003,"59.6476",NA,"GBR",NA,NA,NA,NA
"5719",2002,"59.3705",NA,"GBR",NA,NA,NA,NA
"5720",2001,"59.1197",NA,"GBR",NA,NA,NA,NA
"5721",2000,"58.8925",NA,"GBR",NA,NA,NA,NA
"5722",1999,"58.6825",NA,"GBR",NA,NA,NA,NA
"5723",1998,"58.4871",NA,"GBR",NA,NA,NA,NA
"5724",1997,"58.317",NA,"GBR",NA,NA,NA,NA
"5725",1996,"58.167",NA,"GBR",NA,NA,NA,NA
"5726",1995,"58.019",NA,"GBR",NA,NA,NA,NA
"5727",1994,"57.8657",NA,"GBR",NA,NA,NA,NA
"5728",1993,"57.7186",NA,"GBR",NA,NA,NA,NA
"5729",1992,"57.5804",NA,"GBR",NA,NA,NA,NA
"5730",1991,"57.4249",NA,"GBR",NA,NA,NA,NA
"5731",1990,"57.2476",NA,"GBR",NA,NA,NA,NA
"5732",1989,"57.0767",NA,"GBR",NA,NA,NA,NA
"5733",1988,"56.9283",NA,"GBR",NA,NA,NA,NA
"5734",1987,"56.8021",NA,"GBR",NA,NA,NA,NA
"5735",1986,"56.6814",NA,"GBR",NA,NA,NA,NA
"5736",1985,"56.5503",NA,"GBR",NA,NA,NA,NA
"5737",1984,"56.4221",NA,"GBR",NA,NA,NA,NA
"5738",1983,"56.3328",NA,"GBR",NA,NA,NA,NA
"5739",1982,"56.3136",NA,"GBR",NA,NA,NA,NA
"5740",1981,"56.3338",NA,"GBR",NA,NA,NA,NA
"5741",1980,"56.3142",NA,"GBR",NA,NA,NA,NA
"5742",2017,"325.524",NA,"USA",NA,NA,NA,NA
"5743",2016,"323.128",1.06699,"USA",NA,NA,NA,NA
"5744",2015,"320.897",NA,"USA",NA,NA,NA,NA
"5745",2014,"318.563",NA,"USA",NA,NA,NA,NA
"5746",2013,"316.205",1.03564,"USA",NA,NA,NA,NA
"5747",2012,"313.998",NA,"USA",NA,NA,NA,NA
"5748",2011,"311.663",NA,"USA",NA,NA,NA,NA
"5749",2010,"309.348",0.969398,"USA",NA,NA,NA,NA
"5750",2009,"306.772",NA,"USA",NA,NA,NA,NA
"5751",2008,"304.094",NA,"USA",NA,NA,NA,NA
"5752",2007,"301.231",0.921771,"USA",NA,NA,NA,NA
"5753",2006,"298.38",NA,"USA",NA,NA,NA,NA
"5754",2005,"295.517",NA,"USA",NA,NA,NA,NA
"5755",2004,"292.805",0.839709,"USA",NA,NA,NA,NA
"5756",2003,"290.108",NA,"USA",NA,NA,NA,NA
"5757",2002,"287.625",NA,"USA",NA,NA,NA,NA
"5758",2001,"284.969",NA,"USA",NA,NA,NA,NA
"5759",2000,"282.162",0.76554,"USA",NA,NA,NA,NA
"5760",1999,"279.04",NA,"USA",NA,NA,NA,NA
"5761",1998,"275.854",NA,"USA",NA,NA,NA,NA
"5762",1997,"272.657",0.7136,"USA",NA,NA,NA,NA
"5763",1996,"269.394",NA,"USA",NA,NA,NA,NA
"5764",1995,"266.278",NA,"USA",NA,NA,NA,NA
"5765",1994,"263.126",0.658956,"USA",NA,NA,NA,NA
"5766",1993,"259.919",NA,"USA",NA,NA,NA,NA
"5767",1992,"256.514",NA,"USA",NA,NA,NA,NA
"5768",1991,"252.981",0.60546,"USA",NA,NA,NA,NA
"5769",1990,"249.623",NA,"USA",NA,NA,NA,NA
"5770",1989,"246.819",NA,"USA",NA,NA,NA,NA
"5771",1988,"244.499",NA,"USA",NA,NA,NA,NA
"5772",1987,"242.289",NA,"USA",NA,NA,NA,NA
"5773",1986,"240.133",0.487381,"USA",NA,NA,NA,NA
"5774",1985,"237.924",NA,"USA",NA,NA,NA,NA
"5775",1984,"235.825",NA,"USA",NA,NA,NA,NA
"5776",1983,"233.792",NA,"USA",NA,NA,NA,NA
"5777",1982,"231.664",NA,"USA",NA,NA,NA,NA
"5778",1981,"229.466",NA,"USA",NA,NA,NA,NA
"5779",1980,"227.225",NA,"USA",NA,NA,NA,NA
"5780",2017,"3.457",NA,"URY","0.152073","3.30493",NA,NA
"5781",2016,"3.44401",1.42675,"URY","0.156358","3.28765",NA,NA
"5782",2015,"3.43155",1.30372,"URY","0.160905","3.27065",NA,NA
"5783",2014,"3.41955",1.20428,"URY","0.16578","3.25377",NA,NA
"5784",2013,"3.40801",1.10968,"URY","0.17098","3.23703",NA,NA
"5785",2012,"3.39678",1.03248,"URY","0.176531","3.22025",NA,NA
"5786",2011,"3.38562",0.950721,"URY","0.182417","3.20321",NA,NA
"5787",2010,"3.37442",0.889084,"URY","0.188495","3.18592",NA,NA
"5788",2009,"3.36276",0.838275,"URY","0.194737","3.16802",NA,NA
"5789",2008,"3.35082",0.768862,"URY","0.201116","3.14971",NA,NA
"5790",2007,"3.33974",0.70861,"URY","0.207765","3.13198",NA,NA
"5791",2006,"3.33104",0.666112,"URY","0.214752","3.11629",NA,NA
"5792",2005,"3.32561",0.634979,"URY","0.222184","3.10343",NA,NA
"5793",2004,"3.3241",0.590183,"URY","0.230094","3.094",NA,NA
"5794",2003,"3.32564",0.535786,"URY","0.238515","3.08712",NA,NA
"5795",2002,"3.32777",0.425292,"URY","0.247287","3.08049",NA,NA
"5796",2001,"3.3271",0.410559,"URY","0.256087","3.07102",NA,NA
"5797",2000,"3.32125",0.390822,"URY","0.26477","3.05648",NA,NA
"5798",1999,"3.30932",NA,"URY","0.27325","3.03607",NA,NA
"5799",1998,"3.29214",0.345365,"URY","0.281478","3.01066",NA,NA
"5800",1997,"3.27101",0.299876,"URY","0.289583","2.98143",NA,NA
"5801",1996,"3.24804",0.241198,"URY","0.297682","2.95035",NA,NA
"5802",1995,"3.2248",0.178081,"URY","0.305002","2.9198",NA,NA
"5803",1994,"3.20161",NA,"URY","0.312317","2.88929",NA,NA
"5804",1993,"3.17816",NA,"URY","0.319722","2.85843",NA,NA
"5805",1992,"3.15486",0.0508713,"URY","0.327253","2.8276",NA,NA
"5806",1991,"3.13205",NA,"URY","0.335004","2.79705",NA,NA
"5807",1990,"3.10999",NA,"URY","0.342938","2.76705",NA,NA
"5808",1989,"3.08898",0.00929355,"URY","0.351125","2.73786",NA,NA
"5809",1988,"3.0691",NA,"URY","0.359545","2.70955",NA,NA
"5810",1987,"3.04997",NA,"URY","0.368253","2.68171",NA,NA
"5811",1986,"3.03104",NA,"URY","0.377122","2.65392",NA,NA
"5812",1985,"3.01191",NA,"URY","0.385705","2.6262",NA,NA
"5813",1984,"2.99265",NA,"URY","0.393533","2.59911",NA,NA
"5814",1983,"2.97346",NA,"URY","0.401477","2.57199",NA,NA
"5815",1982,"2.95428",NA,"URY","0.409523","2.54476",NA,NA
"5816",1981,"2.93504",0.000231794,"URY","0.417685","2.51735",NA,NA
"5817",1980,"2.91578",NA,"URY","0.425879","2.4899",NA,NA
"5818",2017,"32.262",NA,"UZB",NA,NA,NA,NA
"5819",2016,"31.8482",NA,"UZB",NA,NA,NA,NA
"5820",2015,"31.2989",NA,"UZB",NA,NA,NA,NA
"5821",2014,"30.7577",NA,"UZB",NA,NA,NA,NA
"5822",2013,"30.2432",NA,"UZB",NA,NA,NA,NA
"5823",2012,"29.7745",NA,"UZB",NA,NA,NA,NA
"5824",2011,"29.3394",NA,"UZB",NA,NA,NA,NA
"5825",2010,"28.5624",NA,"UZB",NA,NA,NA,NA
"5826",2009,"27.7674",NA,"UZB",NA,NA,NA,NA
"5827",2008,"27.3028",NA,"UZB",NA,NA,NA,NA
"5828",2007,"26.868",NA,"UZB",NA,NA,NA,NA
"5829",2006,"26.4883",NA,"UZB",NA,NA,NA,NA
"5830",2005,"26.167",NA,"UZB",NA,NA,NA,NA
"5831",2004,"25.8644",NA,"UZB",NA,NA,NA,NA
"5832",2003,"25.5677",0.417282,"UZB",NA,NA,NA,NA
"5833",2002,"25.2719",0.370936,"UZB",NA,NA,NA,NA
"5834",2001,"24.9645",NA,"UZB",NA,NA,NA,NA
"5835",2000,"24.6504",0.229003,"UZB",NA,NA,NA,NA
"5836",1999,"24.3117",NA,"UZB",NA,NA,NA,NA
"5837",1998,"24.051",0.141897,"UZB",NA,NA,NA,NA
"5838",1997,"23.667",NA,"UZB",NA,NA,NA,NA
"5839",1996,"23.225",NA,"UZB",NA,NA,NA,NA
"5840",1995,"22.785",NA,"UZB",NA,NA,NA,NA
"5841",1994,"22.377",NA,"UZB",NA,NA,NA,NA
"5842",1993,"21.942",NA,"UZB",NA,NA,NA,NA
"5843",1992,"21.449",NA,"UZB",NA,NA,NA,NA
"5844",1991,"20.952",NA,"UZB",NA,NA,NA,NA
"5845",1990,"20.51",NA,"UZB",NA,NA,NA,NA
"5846",1989,"19.9791",NA,"UZB",NA,NA,NA,NA
"5847",1988,"19.5012",NA,"UZB",NA,NA,NA,NA
"5848",1987,"19.0299",NA,"UZB",NA,NA,NA,NA
"5849",1986,"18.5655",NA,"UZB",NA,NA,NA,NA
"5850",1985,"18.1083",NA,"UZB",NA,NA,NA,NA
"5851",1984,"17.66",NA,"UZB",NA,NA,NA,NA
"5852",1983,"17.2212",NA,"UZB",NA,NA,NA,NA
"5853",1982,"16.7901",NA,"UZB",NA,NA,NA,NA
"5854",1981,"16.3636",NA,"UZB",NA,NA,NA,NA
"5855",1980,"15.9397",NA,"UZB",NA,NA,NA,NA
"5856",2017,"0.276",NA,"VUT",NA,NA,NA,NA
"5857",2016,"0.270402",NA,"VUT",NA,NA,NA,NA
"5858",2015,"0.264603",NA,"VUT",NA,NA,NA,NA
"5859",2014,"0.25885",NA,"VUT",NA,NA,NA,NA
"5860",2013,"0.253142",NA,"VUT",NA,NA,NA,NA
"5861",2012,"0.247485",NA,"VUT",NA,NA,NA,NA
"5862",2011,"0.241871",NA,"VUT",NA,NA,NA,NA
"5863",2010,"0.236295",0.991447,"VUT",NA,NA,NA,NA
"5864",2009,"0.230785",NA,"VUT",NA,NA,NA,NA
"5865",2008,"0.22534",NA,"VUT",NA,NA,NA,NA
"5866",2007,"0.219953",NA,"VUT",NA,NA,NA,NA
"5867",2006,"0.214634",NA,"VUT",NA,NA,NA,NA
"5868",2005,"0.20937",NA,"VUT",NA,NA,NA,NA
"5869",2004,"0.204143",NA,"VUT",NA,NA,NA,NA
"5870",2003,"0.198964",NA,"VUT",NA,NA,NA,NA
"5871",2002,"0.193956",NA,"VUT",NA,NA,NA,NA
"5872",2001,"0.18929",NA,"VUT",NA,NA,NA,NA
"5873",2000,"0.185063",NA,"VUT",NA,NA,NA,NA
"5874",1999,"0.181345",NA,"VUT",NA,NA,NA,NA
"5875",1998,"0.178078",NA,"VUT",NA,NA,NA,NA
"5876",1997,"0.174999",NA,"VUT",NA,NA,NA,NA
"5877",1996,"0.171801",NA,"VUT",NA,NA,NA,NA
"5878",1995,"0.168235",NA,"VUT",NA,NA,NA,NA
"5879",1994,"0.164208",NA,"VUT",NA,NA,NA,NA
"5880",1993,"0.159814",NA,"VUT",NA,NA,NA,NA
"5881",1992,"0.155243",NA,"VUT",NA,NA,NA,NA
"5882",1991,"0.150778",NA,"VUT",NA,NA,NA,NA
"5883",1990,"0.146634",NA,"VUT",NA,NA,NA,NA
"5884",1989,"0.142849",NA,"VUT",NA,NA,NA,NA
"5885",1988,"0.139366",NA,"VUT",NA,NA,NA,NA
"5886",1987,"0.136125",NA,"VUT",NA,NA,NA,NA
"5887",1986,"0.133038",NA,"VUT",NA,NA,NA,NA
"5888",1985,"0.130027",NA,"VUT",NA,NA,NA,NA
"5889",1984,"0.127092",NA,"VUT",NA,NA,NA,NA
"5890",1983,"0.124249",NA,"VUT",NA,NA,NA,NA
"5891",1982,"0.121435",NA,"VUT",NA,NA,NA,NA
"5892",1981,"0.11858",NA,"VUT",NA,NA,NA,NA
"5893",1980,"0.115632",NA,"VUT",NA,NA,NA,NA
"5894",2017,"31.977",NA,"VEN",NA,NA,NA,NA
"5895",2016,"31.5682",NA,"VEN",NA,NA,NA,NA
"5896",2015,"31.1551",NA,"VEN",NA,NA,NA,NA
"5897",2014,"30.7384",NA,"VEN",NA,NA,NA,NA
"5898",2013,"30.3178",NA,"VEN",NA,NA,NA,NA
"5899",2012,"29.8931",NA,"VEN",NA,NA,NA,NA
"5900",2011,"29.4633",NA,"VEN",NA,NA,NA,NA
"5901",2010,"29.028",NA,"VEN",NA,NA,NA,NA
"5902",2009,"28.5873",NA,"VEN",NA,NA,NA,NA
"5903",2008,"28.1417",NA,"VEN",NA,NA,NA,NA
"5904",2007,"27.692",NA,"VEN",NA,NA,NA,NA
"5905",2006,"27.2392",0.341342,"VEN",NA,NA,NA,NA
"5906",2005,"26.7842",0.29183,"VEN",NA,NA,NA,NA
"5907",2004,"26.3272",0.255189,"VEN",NA,NA,NA,NA
"5908",2003,"25.8685",0.214112,"VEN",NA,NA,NA,NA
"5909",2002,"25.4087",0.16848,"VEN",NA,NA,NA,NA
"5910",2001,"24.9485",0.1284,"VEN",NA,NA,NA,NA
"5911",2000,"24.4883",NA,"VEN",NA,NA,NA,NA
"5912",1999,"24.0287",0.100814,"VEN",NA,NA,NA,NA
"5913",1998,"23.5695",0.0839922,"VEN",NA,NA,NA,NA
"5914",1997,"23.1102",NA,"VEN",NA,NA,NA,NA
"5915",1996,"22.6501",NA,"VEN",NA,NA,NA,NA
"5916",1995,"22.1887",0.0231178,"VEN",NA,NA,NA,NA
"5917",1994,"21.7264",NA,"VEN",NA,NA,NA,NA
"5918",1993,"21.2634",NA,"VEN",NA,NA,NA,NA
"5919",1992,"20.7991",0.00592048,"VEN",NA,NA,NA,NA
"5920",1991,"20.3321",NA,"VEN",NA,NA,NA,NA
"5921",1990,"19.862",NA,"VEN",NA,NA,NA,NA
"5922",1989,"19.3883",0.0021007,"VEN",NA,NA,NA,NA
"5923",1988,"18.9125",NA,"VEN",NA,NA,NA,NA
"5924",1987,"18.4378",0.000879609,"VEN",NA,NA,NA,NA
"5925",1986,"17.9686",NA,"VEN",NA,NA,NA,NA
"5926",1985,"17.5081",NA,"VEN",NA,NA,NA,NA
"5927",1984,"17.0578",NA,"VEN",NA,NA,NA,NA
"5928",1983,"16.6173",NA,"VEN",NA,NA,NA,NA
"5929",1982,"16.1859",NA,"VEN",NA,NA,NA,NA
"5930",1981,"15.7618",0.000424634,"VEN",NA,NA,NA,NA
"5931",1980,"15.3439",NA,"VEN",NA,NA,NA,NA
"5932",2017,"93.652",NA,"VNM",NA,NA,NA,NA
"5933",2016,"92.7011",1.2315,"VNM",NA,NA,NA,NA
"5934",2015,"91.7133",NA,"VNM",NA,NA,NA,NA
"5935",2014,"90.7289",1.19351,"VNM",NA,NA,NA,NA
"5936",2013,"89.7595",NA,"VNM",NA,NA,NA,NA
"5937",2012,"88.8092",1.06343,"VNM",NA,NA,NA,NA
"5938",2011,"87.8603",NA,"VNM",NA,NA,NA,NA
"5939",2010,"86.9325",0.808479,"VNM",NA,NA,NA,NA
"5940",2009,"86.025",NA,"VNM",NA,NA,NA,NA
"5941",2008,"85.1187",0.639258,"VNM",NA,NA,NA,NA
"5942",2007,"84.2185",NA,"VNM",NA,NA,NA,NA
"5943",2006,"83.3112",0.526478,"VNM",NA,NA,NA,NA
"5944",2005,"82.3921",NA,"VNM",NA,NA,NA,NA
"5945",2004,"81.4364",0.44138,"VNM",NA,NA,NA,NA
"5946",2003,"80.4674",NA,"VNM",NA,NA,NA,NA
"5947",2002,"79.5377",0.411647,"VNM",NA,NA,NA,NA
"5948",2001,"78.6205",NA,"VNM",NA,NA,NA,NA
"5949",2000,"77.6309",NA,"VNM",NA,NA,NA,NA
"5950",1999,"76.5967",NA,"VNM",NA,NA,NA,NA
"5951",1998,"75.4563",0.409164,"VNM",NA,NA,NA,NA
"5952",1997,"74.3069",NA,"VNM",NA,NA,NA,NA
"5953",1996,"73.1567",NA,"VNM",NA,NA,NA,NA
"5954",1995,"71.9955",NA,"VNM",NA,NA,NA,NA
"5955",1994,"70.8245",NA,"VNM",NA,NA,NA,NA
"5956",1993,"69.6445",NA,"VNM",NA,NA,NA,NA
"5957",1992,"68.4501",0.258639,"VNM",NA,NA,NA,NA
"5958",1991,"67.2424",NA,"VNM",NA,NA,NA,NA
"5959",1990,"66.0167",NA,"VNM",NA,NA,NA,NA
"5960",1989,"64.774",NA,"VNM",NA,NA,NA,NA
"5961",1988,"63.263",NA,"VNM",NA,NA,NA,NA
"5962",1987,"61.75",NA,"VNM",NA,NA,NA,NA
"5963",1986,"60.249",NA,"VNM",NA,NA,NA,NA
"5964",1985,"58.868",NA,"VNM",NA,NA,NA,NA
"5965",1984,"57.692",NA,"VNM",NA,NA,NA,NA
"5966",1983,"56.655",NA,"VNM",NA,NA,NA,NA
"5967",1982,"55.687",NA,"VNM",NA,NA,NA,NA
"5968",1981,"54.722",NA,"VNM",NA,NA,NA,NA
"5969",1980,"53.7",NA,"VNM",NA,NA,NA,NA
"5970",NA,NA,NA,"PSE",NA,NA,NA,NA
"5971",2017,"28.25",NA,"YEM",NA,NA,NA,NA
"5972",2016,"27.5842",NA,"YEM",NA,NA,NA,NA
"5973",2015,"26.9162",NA,"YEM",NA,NA,NA,NA
"5974",2014,"26.2463",1.31821,"YEM",NA,NA,NA,NA
"5975",2013,"25.5763",NA,"YEM",NA,NA,NA,NA
"5976",2012,"24.91",NA,"YEM",NA,NA,NA,NA
"5977",2011,"24.2522",NA,"YEM",NA,NA,NA,NA
"5978",2010,"23.6068",NA,"YEM",NA,NA,NA,NA
"5979",2009,"22.9749",NA,"YEM",NA,NA,NA,NA
"5980",2008,"22.3564",NA,"YEM",NA,NA,NA,NA
"5981",2007,"21.7516",NA,"YEM",NA,NA,NA,NA
"5982",2006,"21.1605",NA,"YEM",NA,NA,NA,NA
"5983",2005,"20.5829",0.515223,"YEM",NA,NA,NA,NA
"5984",2004,"20.0171",NA,"YEM",NA,NA,NA,NA
"5985",2003,"19.4621",NA,"YEM",NA,NA,NA,NA
"5986",2002,"18.9192",NA,"YEM",NA,NA,NA,NA
"5987",2001,"18.3901",NA,"YEM",NA,NA,NA,NA
"5988",2000,"17.8747",NA,"YEM",NA,NA,NA,NA
"5989",1999,"17.3781",NA,"YEM",NA,NA,NA,NA
"5990",1998,"16.8962",0.25579,"YEM",NA,NA,NA,NA
"5991",1997,"16.409",NA,"YEM",NA,NA,NA,NA
"5992",1996,"15.8894",NA,"YEM",NA,NA,NA,NA
"5993",1995,"15.3207",NA,"YEM",NA,NA,NA,NA
"5994",1994,"14.6927",NA,"YEM",NA,NA,NA,NA
"5995",1993,"14.0172",NA,"YEM",NA,NA,NA,NA
"5996",1992,"13.3256",NA,"YEM",NA,NA,NA,NA
"5997",1991,"12.6616",NA,"YEM",NA,NA,NA,NA
"5998",1990,"12.057",NA,"YEM",NA,NA,NA,NA
"5999",1989,"11.5233",NA,"YEM",NA,NA,NA,NA
"6000",1988,"11.0515",NA,"YEM",NA,NA,NA,NA
"6001",1987,"10.6286",NA,"YEM",NA,NA,NA,NA
"6002",1986,"10.2327",NA,"YEM",NA,NA,NA,NA
"6003",1985,"9.8479",NA,"YEM",NA,NA,NA,NA
"6004",1984,"9.47217",NA,"YEM",NA,NA,NA,NA
"6005",1983,"9.1111",NA,"YEM",NA,NA,NA,NA
"6006",1982,"8.76462",NA,"YEM",NA,NA,NA,NA
"6007",1981,"8.43402",NA,"YEM",NA,NA,NA,NA
"6008",1980,"8.1205",NA,"YEM",NA,NA,NA,NA
"6009",2017,"17.094",NA,"ZMB",NA,NA,NA,NA
"6010",2016,"16.5914",NA,"ZMB",NA,NA,NA,NA
"6011",2015,"16.1006",1.3534,"ZMB",NA,NA,NA,NA
"6012",2014,"15.621",NA,"ZMB",NA,NA,NA,NA
"6013",2013,"15.1532",NA,"ZMB",NA,NA,NA,NA
"6014",2012,"14.6999",NA,"ZMB",NA,NA,NA,NA
"6015",2011,"14.2648",NA,"ZMB",NA,NA,NA,NA
"6016",2010,"13.85",0.93959,"ZMB",NA,NA,NA,NA
"6017",2009,"13.4564",NA,"ZMB",NA,NA,NA,NA
"6018",2008,"13.0825",NA,"ZMB",NA,NA,NA,NA
"6019",2007,"12.726",NA,"ZMB",NA,NA,NA,NA
"6020",2006,"12.3834",0.646444,"ZMB",NA,NA,NA,NA
"6021",2005,"12.0522",NA,"ZMB",NA,NA,NA,NA
"6022",2004,"11.7317",0.534192,"ZMB",NA,NA,NA,NA
"6023",2003,"11.422",NA,"ZMB",NA,NA,NA,NA
"6024",2002,"11.1204",0.391226,"ZMB",NA,NA,NA,NA
"6025",2001,"10.8241",NA,"ZMB",NA,NA,NA,NA
"6026",2000,"10.5312",NA,"ZMB",NA,NA,NA,NA
"6027",1999,"10.2397",NA,"ZMB",NA,NA,NA,NA
"6028",1998,"9.95022",0.140113,"ZMB",NA,NA,NA,NA
"6029",1997,"9.66658",NA,"ZMB",NA,NA,NA,NA
"6030",1996,"9.3943",0.0904833,"ZMB",NA,NA,NA,NA
"6031",1995,"9.13708",NA,"ZMB",NA,NA,NA,NA
"6032",1994,"8.89611",NA,"ZMB",NA,NA,NA,NA
"6033",1993,"8.66917",0.0303173,"ZMB",NA,NA,NA,NA
"6034",1992,"8.45228",NA,"ZMB",NA,NA,NA,NA
"6035",1991,"8.23973",0.00402738,"ZMB",NA,NA,NA,NA
"6036",1990,"8.02725",NA,"ZMB",NA,NA,NA,NA
"6037",1989,"7.81381",NA,"ZMB",NA,NA,NA,NA
"6038",1988,"7.60007",NA,"ZMB",NA,NA,NA,NA
"6039",1987,"7.38569",NA,"ZMB",NA,NA,NA,NA
"6040",1986,"7.17066",NA,"ZMB",NA,NA,NA,NA
"6041",1985,"6.95521",NA,"ZMB",NA,NA,NA,NA
"6042",1984,"6.73877",NA,"ZMB",NA,NA,NA,NA
"6043",1983,"6.52154",NA,"ZMB",NA,NA,NA,NA
"6044",1982,"6.30571",NA,"ZMB",NA,NA,NA,NA
"6045",1981,"6.09421",NA,"ZMB",NA,NA,NA,NA
"6046",1980,"5.88923",NA,"ZMB",NA,NA,NA,NA
"6047",2017,"16.53",NA,"ZWE",NA,NA,NA,NA
"6048",2016,"16.1504",NA,"ZWE",NA,NA,NA,NA
"6049",2015,"15.7775",NA,"ZWE",NA,NA,NA,NA
"6050",2014,"15.4117",NA,"ZWE",NA,NA,NA,NA
"6051",2013,"15.0545",NA,"ZWE",NA,NA,NA,NA
"6052",2012,"14.7108",NA,"ZWE",NA,NA,NA,NA
"6053",2011,"14.3866",1,"ZWE",NA,NA,NA,NA
"6054",2010,"14.0863",NA,"ZWE",NA,NA,NA,NA
"6055",2009,"13.8106",NA,"ZWE",NA,NA,NA,NA
