"","Year","Pop","CPI","ISO","R.Pop","U.Pop","R.CPI","U.CPI"
"2908",2000,"4.8984",0.420353,"KGZ",NA,NA,NA,NA
"2909",1999,"4.8404",NA,"KGZ",NA,NA,NA,NA
"2910",1998,"4.769",0.258429,"KGZ",NA,NA,NA,NA
"2911",1997,"4.6964",NA,"KGZ",NA,NA,NA,NA
"2912",1996,"4.6284",NA,"KGZ",NA,NA,NA,NA
"2913",1995,"4.5604",NA,"KGZ",NA,NA,NA,NA
"2914",1994,"4.5151",NA,"KGZ",NA,NA,NA,NA
"2915",1993,"4.5167",NA,"KGZ",NA,NA,NA,NA
"2916",1992,"4.5154",NA,"KGZ",NA,NA,NA,NA
"2917",1991,"4.4636",NA,"KGZ",NA,NA,NA,NA
"2918",1990,"4.3912",NA,"KGZ",NA,NA,NA,NA
"2919",1989,"4.3075",NA,"KGZ",NA,NA,NA,NA
"2920",1988,"4.2184",NA,"KGZ",NA,NA,NA,NA
"2921",1987,"4.1446",NA,"KGZ",NA,NA,NA,NA
"2922",1986,"4.0665",NA,"KGZ",NA,NA,NA,NA
"2923",1985,"3.9903",NA,"KGZ",NA,NA,NA,NA
"2924",1984,"3.9164",NA,"KGZ",NA,NA,NA,NA
"2925",1983,"3.8383",NA,"KGZ",NA,NA,NA,NA
"2926",1982,"3.7593",NA,"KGZ",NA,NA,NA,NA
"2927",1981,"3.6858",NA,"KGZ",NA,NA,NA,NA
"2928",1980,"3.6174",NA,"KGZ",NA,NA,NA,NA
"2929",2017,"6.858",NA,"LAO",NA,NA,NA,NA
"2930",2016,"6.75835",NA,"LAO",NA,NA,NA,NA
"2931",2015,"6.66397",NA,"LAO",NA,NA,NA,NA
"2932",2014,"6.5764",NA,"LAO",NA,NA,NA,NA
"2933",2013,"6.49456",NA,"LAO",NA,NA,NA,NA
"2934",2012,"6.41517",1.06055,"LAO",NA,NA,NA,NA
"2935",2011,"6.33349",NA,"LAO",NA,NA,NA,NA
"2936",2010,"6.24627",NA,"LAO",NA,NA,NA,NA
"2937",2009,"6.15204",NA,"LAO",NA,NA,NA,NA
"2938",2008,"6.05219",NA,"LAO",NA,NA,NA,NA
"2939",2007,"5.94979",0.824911,"LAO",NA,NA,NA,NA
"2940",2006,"5.84936",NA,"LAO",NA,NA,NA,NA
"2941",2005,"5.75403",NA,"LAO",NA,NA,NA,NA
"2942",2004,"5.66461",NA,"LAO",NA,NA,NA,NA
"2943",2003,"5.57966",NA,"LAO",NA,NA,NA,NA
"2944",2002,"5.49727",0.483466,"LAO",NA,NA,NA,NA
"2945",2001,"5.41457",NA,"LAO",NA,NA,NA,NA
"2946",2000,"5.3293",NA,"LAO",NA,NA,NA,NA
"2947",1999,"5.24128",NA,"LAO",NA,NA,NA,NA
"2948",1998,"5.15076",NA,"LAO",NA,NA,NA,NA
"2949",1997,"5.05652",0.0857085,"LAO",NA,NA,NA,NA
"2950",1996,"4.95718",NA,"LAO",NA,NA,NA,NA
"2951",1995,"4.85192",NA,"LAO",NA,NA,NA,NA
"2952",1994,"4.74038",NA,"LAO",NA,NA,NA,NA
"2953",1993,"4.62328",NA,"LAO",NA,NA,NA,NA
"2954",1992,"4.50236",0.0373872,"LAO",NA,NA,NA,NA
"2955",1991,"4.38007",NA,"LAO",NA,NA,NA,NA
"2956",1990,"4.25847",NA,"LAO",NA,NA,NA,NA
"2957",1989,"4.13841",NA,"LAO",NA,NA,NA,NA
"2958",1988,"4.0203",NA,"LAO",NA,NA,NA,NA
"2959",1987,"3.90516",NA,"LAO",NA,NA,NA,NA
"2960",1986,"3.79404",NA,"LAO",NA,NA,NA,NA
"2961",1985,"3.6879",NA,"LAO",NA,NA,NA,NA
"2962",1984,"3.58638",NA,"LAO",NA,NA,NA,NA
"2963",1983,"3.48998",NA,"LAO",NA,NA,NA,NA
"2964",1982,"3.40124",NA,"LAO",NA,NA,NA,NA
"2965",1981,"3.32338",NA,"LAO",NA,NA,NA,NA
"2966",1980,"3.25814",NA,"LAO",NA,NA,NA,NA
"2967",2017,"1.95",NA,"LVA",NA,NA,NA,NA
"2968",2016,"1.96042",NA,"LVA",NA,NA,NA,NA
"2969",2015,"1.97753",1.03041,"LVA",NA,NA,NA,NA
"2970",2014,"1.99378",1.02851,"LVA",NA,NA,NA,NA
"2971",2013,"2.01265",1.02235,"LVA",NA,NA,NA,NA
"2972",2012,"2.03432",1.02252,"LVA",NA,NA,NA,NA
"2973",2011,"2.05971",1,"LVA",NA,NA,NA,NA
"2974",2010,"2.09756",0.958012,"LVA",NA,NA,NA,NA
"2975",2009,"2.14167",0.968552,"LVA",NA,NA,NA,NA
"2976",2008,"2.17732",0.935549,"LVA",NA,NA,NA,NA
"2977",2007,"2.20033",0.810678,"LVA",NA,NA,NA,NA
"2978",2006,"2.21836",0.736263,"LVA",NA,NA,NA,NA
"2979",2005,"2.2388",0.691107,"LVA",NA,NA,NA,NA
"2980",2004,"2.26312",0.647448,"LVA",NA,NA,NA,NA
"2981",2003,"2.28796",0.609722,"LVA",NA,NA,NA,NA
"2982",2002,"2.31017",0.592213,"LVA",NA,NA,NA,NA
"2983",2001,"2.33717",NA,"LVA",NA,NA,NA,NA
"2984",2000,"2.36755",NA,"LVA",NA,NA,NA,NA
"2985",1999,"2.39048",NA,"LVA",NA,NA,NA,NA
"2986",1998,"2.41002",0.539627,"LVA",NA,NA,NA,NA
"2987",1997,"2.43285",0.515608,"LVA",NA,NA,NA,NA
"2988",1996,"2.45722",0.475487,"LVA",NA,NA,NA,NA
"2989",1995,"2.48506",0.404287,"LVA",NA,NA,NA,NA
"2990",1994,"2.52074",NA,"LVA",NA,NA,NA,NA
"2991",1993,"2.56329",0.237986,"LVA",NA,NA,NA,NA
"2992",1992,"2.61434",NA,"LVA",NA,NA,NA,NA
"2993",1991,"2.65058",NA,"LVA",NA,NA,NA,NA
"2994",1990,"2.66315",NA,"LVA",NA,NA,NA,NA
"2995",1989,"2.66696",NA,"LVA",NA,NA,NA,NA
"2996",1988,"2.65343",NA,"LVA",NA,NA,NA,NA
"2997",1987,"2.62658",NA,"LVA",NA,NA,NA,NA
"2998",1986,"2.59989",NA,"LVA",NA,NA,NA,NA
"2999",1985,"2.57887",NA,"LVA",NA,NA,NA,NA
"3000",1984,"2.56205",NA,"LVA",NA,NA,NA,NA
"3001",1983,"2.54601",NA,"LVA",NA,NA,NA,NA
"3002",1982,"2.53108",NA,"LVA",NA,NA,NA,NA
"3003",1981,"2.51942",NA,"LVA",NA,NA,NA,NA
"3004",1980,"2.5117",NA,"LVA",NA,NA,NA,NA
"3005",2017,"6.082",NA,"LBN",NA,NA,NA,NA
"3006",2016,"6.00667",NA,"LBN",NA,NA,NA,NA
"3007",2015,"5.85148",NA,"LBN",NA,NA,NA,NA
"3008",2014,"5.60328",NA,"LBN",NA,NA,NA,NA
"3009",2013,"5.2761",NA,"LBN",NA,NA,NA,NA
"3010",2012,"4.9164",NA,"LBN",NA,NA,NA,NA
"3011",2011,"4.58837",1.04389,"LBN",NA,NA,NA,NA
"3012",2010,"4.33714",NA,"LBN",NA,NA,NA,NA
"3013",2009,"4.18316",NA,"LBN",NA,NA,NA,NA
"3014",2008,"4.11105",NA,"LBN",NA,NA,NA,NA
"3015",2007,"4.08647",NA,"LBN",NA,NA,NA,NA
"3016",2006,"4.05735",NA,"LBN",NA,NA,NA,NA
"3017",2005,"3.98685",NA,"LBN",NA,NA,NA,NA
"3018",2004,"3.86327",NA,"LBN",NA,NA,NA,NA
"3019",2003,"3.70146",NA,"LBN",NA,NA,NA,NA
"3020",2002,"3.52284",NA,"LBN",NA,NA,NA,NA
"3021",2001,"3.35986",NA,"LBN",NA,NA,NA,NA
"3022",2000,"3.23537",NA,"LBN",NA,NA,NA,NA
"3023",1999,"3.15665",NA,"LBN",NA,NA,NA,NA
"3024",1998,"3.11395",NA,"LBN",NA,NA,NA,NA
"3025",1997,"3.09267",NA,"LBN",NA,NA,NA,NA
"3026",1996,"3.07096",NA,"LBN",NA,NA,NA,NA
"3027",1995,"3.03339",NA,"LBN",NA,NA,NA,NA
"3028",1994,"2.97464",NA,"LBN",NA,NA,NA,NA
"3029",1993,"2.90085",NA,"LBN",NA,NA,NA,NA
"3030",1992,"2.82186",NA,"LBN",NA,NA,NA,NA
"3031",1991,"2.75246",NA,"LBN",NA,NA,NA,NA
"3032",1990,"2.70302",NA,"LBN",NA,NA,NA,NA
"3033",1989,"2.67661",NA,"LBN",NA,NA,NA,NA
"3034",1988,"2.66859",NA,"LBN",NA,NA,NA,NA
"3035",1987,"2.67217",NA,"LBN",NA,NA,NA,NA
"3036",1986,"2.67728",NA,"LBN",NA,NA,NA,NA
"3037",1985,"2.67658",NA,"LBN",NA,NA,NA,NA
"3038",1984,"2.66722",NA,"LBN",NA,NA,NA,NA
"3039",1983,"2.65129",NA,"LBN",NA,NA,NA,NA
"3040",1982,"2.63228",NA,"LBN",NA,NA,NA,NA
"3041",1981,"2.61575",NA,"LBN",NA,NA,NA,NA
"3042",1980,"2.60529",NA,"LBN",NA,NA,NA,NA
"3043",2017,"2.233",NA,"LSO",NA,NA,NA,NA
"3044",2016,"2.20382",NA,"LSO",NA,NA,NA,NA
"3045",2015,"2.17465",NA,"LSO",NA,NA,NA,NA
"3046",2014,"2.14579",NA,"LSO",NA,NA,NA,NA
"3047",2013,"2.11736",NA,"LSO",NA,NA,NA,NA
"3048",2012,"2.08993",NA,"LSO",NA,NA,NA,NA
"3049",2011,"2.06417",NA,"LSO",NA,NA,NA,NA
"3050",2010,"2.04055",0.952156,"LSO",NA,NA,NA,NA
"3051",2009,"2.01921",NA,"LSO",NA,NA,NA,NA
"3052",2008,"1.99993",NA,"LSO",NA,NA,NA,NA
"3053",2007,"1.98229",NA,"LSO",NA,NA,NA,NA
"3054",2006,"1.96566",NA,"LSO",NA,NA,NA,NA
"3055",2005,"1.94954",NA,"LSO",NA,NA,NA,NA
"3056",2004,"1.93373",NA,"LSO",NA,NA,NA,NA
"3057",2003,"1.9181",NA,"LSO",NA,NA,NA,NA
"3058",2002,"1.90231",0.611478,"LSO",NA,NA,NA,NA
"3059",2001,"1.88596",NA,"LSO",NA,NA,NA,NA
"3060",2000,"1.8687",NA,"LSO",NA,NA,NA,NA
"3061",1999,"1.85053",NA,"LSO",NA,NA,NA,NA
"3062",1998,"1.8313",NA,"LSO",NA,NA,NA,NA
"3063",1997,"1.81045",NA,"LSO",NA,NA,NA,NA
"3064",1996,"1.78727",NA,"LSO",NA,NA,NA,NA
"3065",1995,"1.76136",NA,"LSO",NA,NA,NA,NA
"3066",1994,"1.73226",0.313012,"LSO",NA,NA,NA,NA
"3067",1993,"1.70036",NA,"LSO",NA,NA,NA,NA
"3068",1992,"1.66712",NA,"LSO",NA,NA,NA,NA
"3069",1991,"1.63452",NA,"LSO",NA,NA,NA,NA
"3070",1990,"1.60394",NA,"LSO",NA,NA,NA,NA
"3071",1989,"1.57602",NA,"LSO",NA,NA,NA,NA
"3072",1988,"1.55026",NA,"LSO",NA,NA,NA,NA
"3073",1987,"1.52546",NA,"LSO",NA,NA,NA,NA
"3074",1986,"1.49986",0.118622,"LSO",NA,NA,NA,NA
"3075",1985,"1.47219",NA,"LSO",NA,NA,NA,NA
"3076",1984,"1.44221",NA,"LSO",NA,NA,NA,NA
"3077",1983,"1.41044",NA,"LSO",NA,NA,NA,NA
"3078",1982,"1.37735",NA,"LSO",NA,NA,NA,NA
"3079",1981,"1.34369",NA,"LSO",NA,NA,NA,NA
"3080",1980,"1.31012",NA,"LSO",NA,NA,NA,NA
"3081",2017,"4.732",NA,"LBR",NA,NA,NA,NA
"3082",2016,"4.61382",1.48062,"LBR",NA,NA,NA,NA
"3083",2015,"4.49962",NA,"LBR",NA,NA,NA,NA
"3084",2014,"4.39074",1.26221,"LBR",NA,NA,NA,NA
"3085",2013,"4.28629",NA,"LBR",NA,NA,NA,NA
"3086",2012,"4.18156",NA,"LBR",NA,NA,NA,NA
"3087",2011,"4.07017",NA,"LBR",NA,NA,NA,NA
"3088",2010,"3.94813",NA,"LBR",NA,NA,NA,NA
"3089",2009,"3.81153",NA,"LBR",NA,NA,NA,NA
"3090",2008,"3.66299",NA,"LBR",NA,NA,NA,NA
"3091",2007,"3.51293",0.68068,"LBR",NA,NA,NA,NA
"3092",2006,"3.37584",NA,"LBR",NA,NA,NA,NA
"3093",2005,"3.26123",NA,"LBR",NA,NA,NA,NA
"3094",2004,"3.17641",NA,"LBR",NA,NA,NA,NA
"3095",2003,"3.11623",NA,"LBR",NA,NA,NA,NA
"3096",2002,"3.06286",NA,"LBR",NA,NA,NA,NA
"3097",2001,"2.99113",NA,"LBR",NA,NA,NA,NA
"3098",2000,"2.88452",NA,"LBR",NA,NA,NA,NA
"3099",1999,"2.73452",NA,"LBR",NA,NA,NA,NA
"3100",1998,"2.55106",NA,"LBR",NA,NA,NA,NA
"3101",1997,"2.35847",NA,"LBR",NA,NA,NA,NA
"3102",1996,"2.19118",NA,"LBR",NA,NA,NA,NA
"3103",1995,"2.07348",NA,"LBR",NA,NA,NA,NA
"3104",1994,"2.01289",NA,"LBR",NA,NA,NA,NA
"3105",1993,"2.00025",NA,"LBR",NA,NA,NA,NA
"3106",1992,"2.02273",NA,"LBR",NA,NA,NA,NA
"3107",1991,"2.06027",NA,"LBR",NA,NA,NA,NA
"3108",1990,"2.09723",NA,"LBR",NA,NA,NA,NA
"3109",1989,"2.13153",NA,"LBR",NA,NA,NA,NA
"3110",1988,"2.16509",NA,"LBR",NA,NA,NA,NA
"3111",1987,"2.19102",NA,"LBR",NA,NA,NA,NA
"3112",1986,"2.20183",NA,"LBR",NA,NA,NA,NA
"3113",1985,"2.19256",NA,"LBR",NA,NA,NA,NA
"3114",1984,"2.15909",NA,"LBR",NA,NA,NA,NA
"3115",1983,"2.10291",NA,"LBR",NA,NA,NA,NA
"3116",1982,"2.03185",NA,"LBR",NA,NA,NA,NA
"3117",1981,"1.95746",NA,"LBR",NA,NA,NA,NA
"3118",1980,"1.88831",NA,"LBR",NA,NA,NA,NA
"3119",2017,"2.856",NA,"LTU",NA,NA,NA,NA
"3120",2016,"2.8723",NA,"LTU",NA,NA,NA,NA
"3121",2015,"2.90491",1.03356,"LTU",NA,NA,NA,NA
"3122",2014,"2.93237",1.04278,"LTU",NA,NA,NA,NA
"3123",2013,"2.95769",1.0417,"LTU",NA,NA,NA,NA
"3124",2012,"2.98777",1.0309,"LTU",NA,NA,NA,NA
"3125",2011,"3.02812",1,"LTU",NA,NA,NA,NA
"3126",2010,"3.09728",0.960335,"LTU",NA,NA,NA,NA
"3127",2009,"3.16292",0.947832,"LTU",NA,NA,NA,NA
"3128",2008,"3.19823",0.907437,"LTU",NA,NA,NA,NA
"3129",2007,"3.23129",0.818046,"LTU",NA,NA,NA,NA
"3130",2006,"3.26991",0.77371,"LTU",NA,NA,NA,NA
"3131",2005,"3.32253",0.74578,"LTU",NA,NA,NA,NA
"3132",2004,"3.37708",0.726574,"LTU",NA,NA,NA,NA
"3133",2003,"3.41521",0.718091,"LTU",NA,NA,NA,NA
"3134",2002,"3.44307",0.726414,"LTU",NA,NA,NA,NA
"3135",2001,"3.47082",0.724253,"LTU",NA,NA,NA,NA
"3136",2000,"3.49954",0.71457,"LTU",NA,NA,NA,NA
"3137",1999,"3.52424",0.707447,"LTU",NA,NA,NA,NA
"3138",1998,"3.54933",0.702155,"LTU",NA,NA,NA,NA
"3139",1997,"3.57514",NA,"LTU",NA,NA,NA,NA
"3140",1996,"3.60161",0.613754,"LTU",NA,NA,NA,NA
"3141",1995,"3.6291",NA,"LTU",NA,NA,NA,NA
"3142",1994,"3.65714",NA,"LTU",NA,NA,NA,NA
"3143",1993,"3.68261",0.204854,"LTU",NA,NA,NA,NA
"3144",1992,"3.70011",NA,"LTU",NA,NA,NA,NA
"3145",1991,"3.70413",NA,"LTU",NA,NA,NA,NA
"3146",1990,"3.69784",NA,"LTU",NA,NA,NA,NA
"3147",1989,"3.68426",NA,"LTU",NA,NA,NA,NA
"3148",1988,"3.65505",NA,"LTU",NA,NA,NA,NA
"3149",1987,"3.61637",NA,"LTU",NA,NA,NA,NA
"3150",1986,"3.57891",NA,"LTU",NA,NA,NA,NA
"3151",1985,"3.54454",NA,"LTU",NA,NA,NA,NA
"3152",1984,"3.51421",NA,"LTU",NA,NA,NA,NA
"3153",1983,"3.48519",NA,"LTU",NA,NA,NA,NA
"3154",1982,"3.45718",NA,"LTU",NA,NA,NA,NA
"3155",1981,"3.43295",NA,"LTU",NA,NA,NA,NA
"3156",1980,"3.4132",NA,"LTU",NA,NA,NA,NA
"3157",2017,"0.59",NA,"LUX",NA,NA,NA,NA
"3158",2016,"0.582972",NA,"LUX",NA,NA,NA,NA
"3159",2015,"0.569604",1.05601,"LUX",NA,NA,NA,NA
"3160",2014,"0.556319",1.05102,"LUX",NA,NA,NA,NA
"3161",2013,"0.54336",1.04444,"LUX",NA,NA,NA,NA
"3162",2012,"0.530946",1.02664,"LUX",NA,NA,NA,NA
"3163",2011,"0.518347",1,"LUX",NA,NA,NA,NA
"3164",2010,"0.506953",0.967026,"LUX",NA,NA,NA,NA
"3165",2009,"0.497783",0.945531,"LUX",NA,NA,NA,NA
"3166",2008,"0.48865",0.942047,"LUX",NA,NA,NA,NA
"3167",2007,"0.479993",0.911068,"LUX",NA,NA,NA,NA
"3168",2006,"0.472637",0.890555,"LUX",NA,NA,NA,NA
"3169",2005,"0.465158",0.867347,"LUX",NA,NA,NA,NA
"3170",2004,"0.458095",0.846278,"LUX",NA,NA,NA,NA
"3171",2003,"0.45163",0.827852,"LUX",NA,NA,NA,NA
"3172",2002,"0.446175",NA,"LUX",NA,NA,NA,NA
"3173",2001,"0.441525",NA,"LUX",NA,NA,NA,NA
"3174",2000,"0.4363",NA,"LUX",NA,NA,NA,NA
"3175",1999,"0.430475",NA,"LUX",NA,NA,NA,NA
"3176",1998,"0.4247",NA,"LUX",NA,NA,NA,NA
"3177",1997,"0.41945",NA,"LUX",NA,NA,NA,NA
"3178",1996,"0.414225",NA,"LUX",NA,NA,NA,NA
"3179",1995,"0.408625",NA,"LUX",NA,NA,NA,NA
"3180",1994,"0.402925",NA,"LUX",NA,NA,NA,NA
"3181",1993,"0.397475",NA,"LUX",NA,NA,NA,NA
"3182",1992,"0.392175",NA,"LUX",NA,NA,NA,NA
"3183",1991,"0.387",NA,"LUX",NA,NA,NA,NA
"3184",1990,"0.38185",NA,"LUX",NA,NA,NA,NA
"3185",1989,"0.3771",NA,"LUX",NA,NA,NA,NA
"3186",1988,"0.37345",NA,"LUX",NA,NA,NA,NA
"3187",1987,"0.37075",NA,"LUX",NA,NA,NA,NA
"3188",1986,"0.368355",NA,"LUX",NA,NA,NA,NA
"3189",1985,"0.366706",NA,"LUX",NA,NA,NA,NA
"3190",1984,"0.365998",NA,"LUX",NA,NA,NA,NA
"3191",1983,"0.365622",NA,"LUX",NA,NA,NA,NA
"3192",1982,"0.365525",NA,"LUX",NA,NA,NA,NA
"3193",1981,"0.365225",NA,"LUX",NA,NA,NA,NA
"3194",1980,"0.36415",NA,"LUX",NA,NA,NA,NA
"3195",2017,"2.083",NA,"MKD",NA,NA,NA,NA
"3196",2016,"2.08121",NA,"MKD",NA,NA,NA,NA
"3197",2015,"2.07931",1.05578,"MKD",NA,NA,NA,NA
"3198",2014,"2.0775",1.05896,"MKD",NA,NA,NA,NA
"3199",2013,"2.07574",1.06195,"MKD",NA,NA,NA,NA
"3200",2012,"2.07404",1.03317,"MKD",NA,NA,NA,NA
"3201",2011,"2.07238",1,"MKD",NA,NA,NA,NA
"3202",2010,"2.07074",0.962417,"MKD",NA,NA,NA,NA
"3203",2009,"2.06909",0.948117,"MKD",NA,NA,NA,NA
"3204",2008,"2.06738",0.955175,"MKD",NA,NA,NA,NA
"3205",2007,"2.06546",NA,"MKD",NA,NA,NA,NA
"3206",2006,"2.06315",0.8623,"MKD",NA,NA,NA,NA
"3207",2005,"2.06027",0.83544,"MKD",NA,NA,NA,NA
"3208",2004,"2.05705",0.831085,"MKD",NA,NA,NA,NA
"3209",2003,"2.05343",0.83483,"MKD",NA,NA,NA,NA
"3210",2002,"2.04893",0.827748,"MKD",NA,NA,NA,NA
"3211",2001,"2.04284",NA,"MKD",NA,NA,NA,NA
"3212",2000,"2.03482",0.769041,"MKD",NA,NA,NA,NA
"3213",1999,"2.02439",NA,"MKD",NA,NA,NA,NA
"3214",1998,"2.01206",0.730725,"MKD",NA,NA,NA,NA
"3215",1997,"1.9996",NA,"MKD",NA,NA,NA,NA
"3216",1996,"1.98944",NA,"MKD",NA,NA,NA,NA
"3217",1995,"1.98325",NA,"MKD",NA,NA,NA,NA
"3218",1994,"1.9817",NA,"MKD",NA,NA,NA,NA
"3219",1993,"1.98403",NA,"MKD",NA,NA,NA,NA
"3220",1992,"1.98866",NA,"MKD",NA,NA,NA,NA
"3221",1991,"1.9933",NA,"MKD",NA,NA,NA,NA
"3222",1990,"1.99623",NA,"MKD",NA,NA,NA,NA
"3223",1989,"1.99687",NA,"MKD",NA,NA,NA,NA
"3224",1988,"1.99551",NA,"MKD",NA,NA,NA,NA
"3225",1987,"1.99227",NA,"MKD",NA,NA,NA,NA
"3226",1986,"1.98754",NA,"MKD",NA,NA,NA,NA
"3227",1985,"1.98153",NA,"MKD",NA,NA,NA,NA
"3228",1984,"1.97442",NA,"MKD",NA,NA,NA,NA
"3229",1983,"1.9659",NA,"MKD",NA,NA,NA,NA
"3230",1982,"1.95524",NA,"MKD",NA,NA,NA,NA
"3231",1981,"1.94153",NA,"MKD",NA,NA,NA,NA
"3232",1980,"1.9242",NA,"MKD",NA,NA,NA,NA
"3233",2017,"25.571",NA,"MDG",NA,NA,NA,NA
"3234",2016,"24.8946",NA,"MDG",NA,NA,NA,NA
"3235",2015,"24.2341",NA,"MDG",NA,NA,NA,NA
"3236",2014,"23.5898",NA,"MDG",NA,NA,NA,NA
"3237",2013,"22.9611",NA,"MDG",NA,NA,NA,NA
"3238",2012,"22.3466",1.05714,"MDG",NA,NA,NA,NA
"3239",2011,"21.7439",NA,"MDG",NA,NA,NA,NA
"3240",2010,"21.1516",0.913388,"MDG",NA,NA,NA,NA
"3241",2009,"20.5691",NA,"MDG",NA,NA,NA,NA
"3242",2008,"19.9965",NA,"MDG",NA,NA,NA,NA
"3243",2007,"19.4335",NA,"MDG",NA,NA,NA,NA
"3244",2006,"18.8803",NA,"MDG",NA,NA,NA,NA
"3245",2005,"18.3367",0.574726,"MDG",NA,NA,NA,NA
"3246",2004,"17.803",NA,"MDG",NA,NA,NA,NA
"3247",2003,"17.2791",NA,"MDG",NA,NA,NA,NA
"3248",2002,"16.7651",NA,"MDG",NA,NA,NA,NA
"3249",2001,"16.2609",0.372091,"MDG",NA,NA,NA,NA
"3250",2000,"15.7668",NA,"MDG",NA,NA,NA,NA
"3251",1999,"15.2825",0.309329,"MDG",NA,NA,NA,NA
"3252",1998,"14.8088",NA,"MDG",NA,NA,NA,NA
"3253",1997,"14.3479",0.264941,"MDG",NA,NA,NA,NA
"3254",1996,"13.9027",NA,"MDG",NA,NA,NA,NA
"3255",1995,"13.4754",NA,"MDG",NA,NA,NA,NA
"3256",1994,"13.0665",NA,"MDG",NA,NA,NA,NA
"3257",1993,"12.6755",0.114162,"MDG",NA,NA,NA,NA
"3258",1992,"12.3013",NA,"MDG",NA,NA,NA,NA
"3259",1991,"11.9428",NA,"MDG",NA,NA,NA,NA
"3260",1990,"11.5986",NA,"MDG",NA,NA,NA,NA
"3261",1989,"11.2687",NA,"MDG",NA,NA,NA,NA
"3262",1988,"10.9524",NA,"MDG",NA,NA,NA,NA
"3263",1987,"10.6478",NA,"MDG",NA,NA,NA,NA
"3264",1986,"10.3521",NA,"MDG",NA,NA,NA,NA
"3265",1985,"10.0635",NA,"MDG",NA,NA,NA,NA
"3266",1984,"9.78087",NA,"MDG",NA,NA,NA,NA
"3267",1983,"9.50428",NA,"MDG",NA,NA,NA,NA
"3268",1982,"9.23413",NA,"MDG",NA,NA,NA,NA
"3269",1981,"8.97135",NA,"MDG",NA,NA,NA,NA
"3270",1980,"8.71655",0.014725,"MDG",NA,NA,NA,NA
"3271",2017,"18.622",NA,"MWI",NA,NA,NA,NA
"3272",2016,"18.0916",NA,"MWI",NA,NA,NA,NA
"3273",2015,"17.5736",NA,"MWI",NA,NA,NA,NA
"3274",2014,"17.0688",NA,"MWI",NA,NA,NA,NA
"3275",2013,"16.5771",NA,"MWI",NA,NA,NA,NA
"3276",2012,"16.0973",NA,"MWI",NA,NA,NA,NA
"3277",2011,"15.6276",NA,"MWI",NA,NA,NA,NA
"3278",2010,"15.1671",0.945462,"MWI",NA,NA,NA,NA
"3279",2009,"14.7146",NA,"MWI",NA,NA,NA,NA
"3280",2008,"14.2712",NA,"MWI",NA,NA,NA,NA
"3281",2007,"13.841",NA,"MWI",NA,NA,NA,NA
"3282",2006,"13.4293",NA,"MWI",NA,NA,NA,NA
"3283",2005,"13.0397",NA,"MWI",NA,NA,NA,NA
"3284",2004,"12.676",0.413046,"MWI",NA,NA,NA,NA
"3285",2003,"12.3367",NA,"MWI",NA,NA,NA,NA
"3286",2002,"12.0137",NA,"MWI",NA,NA,NA,NA
"3287",2001,"11.6959",NA,"MWI",NA,NA,NA,NA
"3288",2000,"11.3762",NA,"MWI",NA,NA,NA,NA
"3289",1999,"11.0444",NA,"MWI",NA,NA,NA,NA
"3290",1998,"10.7047",NA,"MWI",NA,NA,NA,NA
"3291",1997,"10.3819",0.118846,"MWI",NA,NA,NA,NA
"3292",1996,"10.1098",NA,"MWI",NA,NA,NA,NA
"3293",1995,"9.90909",NA,"MWI",NA,NA,NA,NA
"3294",1994,"9.79698",NA,"MWI",NA,NA,NA,NA
"3295",1993,"9.75586",NA,"MWI",NA,NA,NA,NA
"3296",1992,"9.72972",NA,"MWI",NA,NA,NA,NA
"3297",1991,"9.64115",NA,"MWI",NA,NA,NA,NA
"3298",1990,"9.43755",NA,"MWI",NA,NA,NA,NA
"3299",1989,"9.09467",NA,"MWI",NA,NA,NA,NA
"3300",1988,"8.63694",NA,"MWI",NA,NA,NA,NA
"3301",1987,"8.12009",NA,"MWI",NA,NA,NA,NA
"3302",1986,"7.62531",NA,"MWI",NA,NA,NA,NA
"3303",1985,"7.21111",NA,"MWI",NA,NA,NA,NA
"3304",1984,"6.89593",NA,"MWI",NA,NA,NA,NA
"3305",1983,"6.66136",NA,"MWI",NA,NA,NA,NA
"3306",1982,"6.48445",NA,"MWI",NA,NA,NA,NA
"3307",1981,"6.32757",NA,"MWI",NA,NA,NA,NA
"3308",1980,"6.16308",NA,"MWI",NA,NA,NA,NA
"3309",2017,"31.624",NA,"MYS",NA,NA,NA,NA
"3310",2016,"31.1873",NA,"MYS",NA,NA,NA,NA
"3311",2015,"30.7232",1.10073,"MYS",NA,NA,NA,NA
"3312",2014,"30.228",NA,"MYS",NA,NA,NA,NA
"3313",2013,"29.7067",1.03804,"MYS",NA,NA,NA,NA
"3314",2012,"29.1705",NA,"MYS",NA,NA,NA,NA
"3315",2011,"28.6351",1,"MYS",NA,NA,NA,NA
"3316",2010,"28.1123",NA,"MYS",NA,NA,NA,NA
"3317",2009,"27.6054",NA,"MYS",NA,NA,NA,NA
"3318",2008,"27.1111",0.948634,"MYS",NA,NA,NA,NA
"3319",2007,"26.6258",0.898374,"MYS",NA,NA,NA,NA
"3320",2006,"26.1436",NA,"MYS",NA,NA,NA,NA
"3321",2005,"25.6594",NA,"MYS",NA,NA,NA,NA
"3322",2004,"25.1741",0.82541,"MYS",NA,NA,NA,NA
"3323",2003,"24.6887",NA,"MYS",NA,NA,NA,NA
"3324",2002,"24.1988",NA,"MYS",NA,NA,NA,NA
