cc,type,2020,2021,2022,2023
SWZ,fpl_2019eq_gr_2020,596609.4,,,
SWZ,fpl_2019eq_gr_2021,,592807.6,,
SWZ,fpl_2019eq_gr_2022,,,588307.4,
SWZ,fpl_2019eq_gr_2023,,,,589566.3
SYC,fpl_2019eq_fo_2020,26727.2344039465,,,
SYC,fpl_2019eq_fo_2021,,27053.8112501323,,
SYC,fpl_2019eq_fo_2022,,,28018.2404639738,
SYC,fpl_2019eq_fo_2023,,,,28447.8196733479
SYC,fpl_2019eq_gr_2020,27084.6771887393,,,
SYC,fpl_2019eq_gr_2021,,25221.4591296366,,
SYC,fpl_2019eq_gr_2022,,,24852.4262765913,
SYC,fpl_2019eq_gr_2023,,,,24808.9064315186
SYR,fpl_2019eq_fo_2020,5361169.2,,,
SYR,fpl_2019eq_fo_2021,,4620573.3,,
SYR,fpl_2019eq_fo_2022,,,4197781.7,
SYR,fpl_2019eq_fo_2023,,,,4221985
SYR,fpl_2019eq_gr_2020,14274373.2,,,
SYR,fpl_2019eq_gr_2021,,14774474.1,,
SYR,fpl_2019eq_gr_2022,,,15438258.1,
SYR,fpl_2019eq_gr_2023,,,,16179265
TCD,fpl_2019eq_fo_2020,2195218,,,
TCD,fpl_2019eq_fo_2021,,2198022.6,,
TCD,fpl_2019eq_fo_2022,,,2641740.5,
TCD,fpl_2019eq_fo_2023,,,,2956041
TCD,fpl_2019eq_gr_2020,2035625,,,
TCD,fpl_2019eq_gr_2021,,2234907.8,,
TCD,fpl_2019eq_gr_2022,,,2381190,
TCD,fpl_2019eq_gr_2023,,,,2366608.2
TGO,fpl_2019eq_fo_2020,2106899.2,,,
TGO,fpl_2019eq_fo_2021,,2347139,,
TGO,fpl_2019eq_fo_2022,,,2526262.5,
TGO,fpl_2019eq_fo_2023,,,,2514442.8
TGO,fpl_2019eq_gr_2020,2718931.2,,,
TGO,fpl_2019eq_gr_2021,,2485357.5,,
TGO,fpl_2019eq_gr_2022,,,2597437.2,
TGO,fpl_2019eq_gr_2023,,,,2580991
THA,fpl_2019eq_fo_2020,1728333.9,,,
THA,fpl_2019eq_fo_2021,,1591504.2,,
THA,fpl_2019eq_fo_2022,,,1655694.6,
THA,fpl_2019eq_fo_2023,,,,1782297.6
THA,fpl_2019eq_gr_2020,1617276.3,,,
THA,fpl_2019eq_gr_2021,,1570654.8,,
THA,fpl_2019eq_gr_2022,,,1147855.5,
THA,fpl_2019eq_gr_2023,,,,967731.9
TJK,fpl_2019eq_fo_2020,715362.5,,,
TJK,fpl_2019eq_fo_2021,,762824,,
TJK,fpl_2019eq_fo_2022,,,799666.8,
TJK,fpl_2019eq_fo_2023,,,,818062.1
TJK,fpl_2019eq_gr_2020,637667.5,,,
TJK,fpl_2019eq_gr_2021,,611224.8,,
TJK,fpl_2019eq_gr_2022,,,545898,
TJK,fpl_2019eq_gr_2023,,,,505656.5
TKM,fpl_2019eq_fo_2020,548861.273492428,,,
TKM,fpl_2019eq_fo_2021,,588383.706722993,,
TKM,fpl_2019eq_fo_2022,,,642883.007656431,
TKM,fpl_2019eq_fo_2023,,,,687112.826289087
TKM,fpl_2019eq_gr_2020,543795.900752639,,,
TKM,fpl_2019eq_gr_2021,,455381.967695048,,
TKM,fpl_2019eq_gr_2022,,,404058.386710747,
TKM,fpl_2019eq_gr_2023,,,,386914.125134603
TLS,fpl_2019eq_fo_2020,291602,,,
TLS,fpl_2019eq_fo_2021,,315217.4,,
TLS,fpl_2019eq_fo_2022,,,417745.9,
TLS,fpl_2019eq_fo_2023,,,,329952
TLS,fpl_2019eq_gr_2020,328777.8,,,
TLS,fpl_2019eq_gr_2021,,392822.4,,
TLS,fpl_2019eq_gr_2022,,,255921.6,
TLS,fpl_2019eq_gr_2023,,,,930052.2
TON,fpl_2019eq_fo_2020,3996,,,
TON,fpl_2019eq_fo_2021,,4144,,
TON,fpl_2019eq_fo_2022,,,4135.8,
TON,fpl_2019eq_fo_2023,,,,4294
TON,fpl_2019eq_gr_2020,4218,,,
TON,fpl_2019eq_gr_2021,,2923.2,,
TON,fpl_2019eq_gr_2022,,,3277,
TON,fpl_2019eq_gr_2023,,,,2745.9
TTO,fpl_2019eq_fo_2020,146085.385044371,,,
TTO,fpl_2019eq_fo_2021,,151833.864734886,,
TTO,fpl_2019eq_fo_2022,,,163019.017452532,
TTO,fpl_2019eq_fo_2023,,,,168993.764859219
TTO,fpl_2019eq_gr_2020,159611.196831356,,,
TTO,fpl_2019eq_gr_2021,,144462.320331594,,
TTO,fpl_2019eq_gr_2022,,,134529.668738427,
TTO,fpl_2019eq_gr_2023,,,,132292.631619965
TUN,fpl_2019eq_fo_2020,23806,,,
TUN,fpl_2019eq_fo_2021,,24038,,
TUN,fpl_2019eq_fo_2022,,,29109.6,
TUN,fpl_2019eq_fo_2023,,,,31811
TUN,fpl_2019eq_gr_2020,32138.1,,,
TUN,fpl_2019eq_gr_2021,,31249.4,,
TUN,fpl_2019eq_gr_2022,,,26683.8,
TUN,fpl_2019eq_gr_2023,,,,25693.5
TUR,fpl_2019eq_fo_2020,6656499,,,
TUR,fpl_2019eq_fo_2021,,7420329.2,,
TUR,fpl_2019eq_fo_2022,,,8867481.7,
TUR,fpl_2019eq_fo_2023,,,,10504692
TUR,fpl_2019eq_gr_2020,6002586,,,
TUR,fpl_2019eq_gr_2021,,4453887.8,,
TUR,fpl_2019eq_gr_2022,,,2516562.4,
TUR,fpl_2019eq_gr_2023,,,,2280286.8
TUV,fpl_2019eq_fo_2020,119.396852229978,,,
TUV,fpl_2019eq_fo_2021,,134.026240690318,,
TUV,fpl_2019eq_fo_2022,,,137.64720164179,
TUV,fpl_2019eq_fo_2023,,,,144.932198736681
TUV,fpl_2019eq_gr_2020,137.27520933251,,,
TUV,fpl_2019eq_gr_2021,,154.01072723498,,
TUV,fpl_2019eq_gr_2022,,,126.208733598731,
TUV,fpl_2019eq_gr_2023,,,,114.651504128916
TZA,fpl_2019eq_fo_2020,11569248.2,,,
TZA,fpl_2019eq_fo_2021,,11919418.2,,
TZA,fpl_2019eq_fo_2022,,,13202498.4,
TZA,fpl_2019eq_fo_2023,,,,14897965.2
TZA,fpl_2019eq_gr_2020,12014943.6,,,
TZA,fpl_2019eq_gr_2021,,12546756,,
TZA,fpl_2019eq_gr_2022,,,12396493.2,
TZA,fpl_2019eq_gr_2023,,,,12126888.8
UGA,fpl_2019eq_fo_2020,9607476.8,,,
UGA,fpl_2019eq_fo_2021,,9749339.6,,
UGA,fpl_2019eq_fo_2022,,,11400136.7,
UGA,fpl_2019eq_fo_2023,,,,13266688
UGA,fpl_2019eq_gr_2020,10220920.8,,,
UGA,fpl_2019eq_gr_2021,,9958741,,
UGA,fpl_2019eq_gr_2022,,,10023478.5,
UGA,fpl_2019eq_gr_2023,,,,9955198.3
UKR,fpl_2019eq_fo_2020,0,,,
UKR,fpl_2019eq_fo_2021,,0,,
UKR,fpl_2019eq_fo_2022,,,0,
UKR,fpl_2019eq_fo_2023,,,,0
UKR,fpl_2019eq_gr_2020,0,,,
UKR,fpl_2019eq_gr_2021,,0,,
UKR,fpl_2019eq_gr_2022,,,0,
UKR,fpl_2019eq_gr_2023,,,,0
URY,fpl_2019eq_fo_2020,370514.093418053,,,
URY,fpl_2019eq_fo_2021,,385746.036058341,,
URY,fpl_2019eq_fo_2022,,,415580.364781165,
URY,fpl_2019eq_fo_2023,,,,431723.390603421
URY,fpl_2019eq_gr_2020,404819.399800863,,,
URY,fpl_2019eq_gr_2021,,367018.039914904,,
URY,fpl_2019eq_gr_2022,,,342953.170015786,
URY,fpl_2019eq_gr_2023,,,,337964.087150788
UZB,fpl_2019eq_fo_2020,21386722.5,,,
UZB,fpl_2019eq_fo_2021,,22204975.1,,
UZB,fpl_2019eq_fo_2022,,,23114508.3,
UZB,fpl_2019eq_fo_2023,,,,23824176
UZB,fpl_2019eq_gr_2020,20914785.5,,,
UZB,fpl_2019eq_gr_2021,,18984765.8,,
UZB,fpl_2019eq_gr_2022,,,17064356.4,
UZB,fpl_2019eq_gr_2023,,,,16487569.2
VCT,fpl_2019eq_fo_2020,11767.400391818,,,
VCT,fpl_2019eq_fo_2021,,12212.7239025886,,
VCT,fpl_2019eq_fo_2022,,,13112.3992298776,
VCT,fpl_2019eq_fo_2023,,,,13583.1338880328
VCT,fpl_2019eq_gr_2020,12856.9251438901,,,
VCT,fpl_2019eq_gr_2021,,11619.7953310195,,
VCT,fpl_2019eq_gr_2022,,,10820.8646593952,
VCT,fpl_2019eq_gr_2023,,,,10633.2238304244
VEN,fpl_2019eq_fo_2020,3516650.50267916,,,
VEN,fpl_2019eq_fo_2021,,3692313.5265493,,
VEN,fpl_2019eq_fo_2022,,,4009086.53210437,
VEN,fpl_2019eq_fo_2023,,,,4198656.81830895
VEN,fpl_2019eq_gr_2020,3842251.53939749,,,
VEN,fpl_2019eq_gr_2021,,3513051.45507822,,
VEN,fpl_2019eq_gr_2022,,,3308454.99829328,
VEN,fpl_2019eq_gr_2023,,,,3286815.70131255
VNM,fpl_2019eq_fo_2020,1091796,,,
VNM,fpl_2019eq_fo_2021,,1072267.2,,
VNM,fpl_2019eq_fo_2022,,,1082106,
VNM,fpl_2019eq_fo_2023,,,,1101826.5
VNM,fpl_2019eq_gr_2020,855732,,,
VNM,fpl_2019eq_gr_2021,,794272,,
VNM,fpl_2019eq_gr_2022,,,651267.5,
VNM,fpl_2019eq_gr_2023,,,,535750.5
VUT,fpl_2019eq_fo_2020,18845.4,,,
VUT,fpl_2019eq_fo_2021,,21330,,
VUT,fpl_2019eq_fo_2022,,,23225.4,
VUT,fpl_2019eq_fo_2023,,,,23836.8
VUT,fpl_2019eq_gr_2020,20785.8,,,
VUT,fpl_2019eq_gr_2021,,22410,,
VUT,fpl_2019eq_gr_2022,,,23684.4,
VUT,fpl_2019eq_gr_2023,,,,24710.4
WSM,fpl_2019eq_fo_2020,8520,,,
WSM,fpl_2019eq_fo_2021,,8605.2,,
WSM,fpl_2019eq_fo_2022,,,9804.9,
WSM,fpl_2019eq_fo_2023,,,,10526.4
WSM,fpl_2019eq_gr_2020,7380,,,
WSM,fpl_2019eq_gr_2021,,5009.6,,
WSM,fpl_2019eq_gr_2022,,,6374.2,
WSM,fpl_2019eq_gr_2023,,,,4651.2
YEM,fpl_2019eq_fo_2020,20763192.5,,,
YEM,fpl_2019eq_fo_2021,,20657821.3,,
YEM,fpl_2019eq_fo_2022,,,20268634.4,
YEM,fpl_2019eq_fo_2023,,,,20384719.7
YEM,fpl_2019eq_gr_2020,22505304.5,,,
YEM,fpl_2019eq_gr_2021,,23359442.7,,
YEM,fpl_2019eq_gr_2022,,,23893559.2,
YEM,fpl_2019eq_gr_2023,,,,24685402.3
ZAF,fpl_2019eq_fo_2020,15907518.9,,,
ZAF,fpl_2019eq_fo_2021,,16402825.8,,
ZAF,fpl_2019eq_fo_2022,,,17008866,
ZAF,fpl_2019eq_fo_2023,,,,18128750.1
ZAF,fpl_2019eq_gr_2020,17252229.8,,,
ZAF,fpl_2019eq_gr_2021,,16450318.6,,
ZAF,fpl_2019eq_gr_2022,,,16246916.8,
ZAF,fpl_2019eq_gr_2023,,,,16510436.4
ZMB,fpl_2019eq_fo_2020,7637843.1,,,
ZMB,fpl_2019eq_fo_2021,,8186416,,
ZMB,fpl_2019eq_fo_2022,,,8600442.9,
ZMB,fpl_2019eq_fo_2023,,,,8859755.6
ZMB,fpl_2019eq_gr_2020,7949782.4,,,
ZMB,fpl_2019eq_gr_2021,,8069082.5,,
ZMB,fpl_2019eq_gr_2022,,,8210323.8,
ZMB,fpl_2019eq_gr_2023,,,,8370491.6
ZWE,fpl_2019eq_fo_2020,9990968,,,
ZWE,fpl_2019eq_fo_2021,,10440486,,
ZWE,fpl_2019eq_fo_2022,,,12528621,
ZWE,fpl_2019eq_fo_2023,,,,13134053.4
ZWE,fpl_2019eq_gr_2020,9746984,,,
ZWE,fpl_2019eq_gr_2021,,9701832,,
ZWE,fpl_2019eq_gr_2022,,,9591447.6,
ZWE,fpl_2019eq_gr_2023,,,,9672277.4
