cc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
MHL,5343.36841969689,4808.57680766237,4058.85597873239,3483.24395923087,3230.13033193561,2570.660704124,2511.70981431715,2576.81012322377,2767.09777297631,2384.55002305582,2053.05220412527,1839.57902136423,1607.22013562716,1292.01297306973,1172.47440621833,1005.3742709903,923.414824888358,763.547380039633,676.58981561991,524.733497864042,715.046259978579,763.743891202306,620.743794073216,590.184735307557
MKD,344152.8,283977,135234,137551,70966.5,110004,154518.7,98548.2,79579.5,351316.2,344407.3,305620,276256.8,224415.6,192537.9,198848,178549.8,172472.4,125100,129394,135720,125131.1,127637.9,127699
MLI,5441224.8,3799301.6,3910704,3326585.5,3209528,3262210.2,3059405.1,3119495.6,3329499,3411961.6,3375292.5,3824640.1,3809428,3312078,2656405.8,3062140.4,1660938.5,1149604,930510.9,620203.5,760687.5,871196.4,1125234.5,1063344
MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMR,39444347.2,38067099.2,36212948,33909000,31184955.1,27732276,24491384.4,20603068,15986664.9,12529931.6,9835395.5,8133977.7,6908738.5,8036177.6,6755312.4,5643910.8,3781277.5,2289615.9,1658734,1314955.4,1140006.4,2686073.4,2451636,2358552
MNE,87229.9,85207,80863.8,71899.4,58117.5,47801.6,43754.4,26183.7,12606.3,23884.8,13416,21750,37121.8,33168.3,16893.2,100919.6,81078.1,77807.3,81329.7,81081,92484,84097.3,81958.7,81518.4
MNG,743859.6,647108,456596.7,372325.2,292149,259522.9,192361.6,144059.6,155899.7,145994.3,134564.8,93355.6,63900.5,55371.7,46199.2,52097.5,75094.4,74439.2,65562,64903,70918.9,130690.2,118841.2,116182.1
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOZ,12599925.8,12614495.4,12934812,12578808,12220300.8,12350846.9,11928419.2,12019239.6,12360227,12766474.8,13208256.6,13491999,13693544.1,14044384.2,14376099.6,14971879.5,17101362.8,18219732.9,18641007.4,19925869.6,21760111.5,22596400,23369546.9,24248106.4
MRT,740911.5,807994.5,867646,813766.4,847779.8,801906,581390.5,648354.1,687532.6,707861.4,714058,681509.4,630418,621100.4,554329.6,567214.8,613322.6,591396,600188,584148.6,593216,644420.4,740354.3,748200
MUS,501951.471213454,489995.056877934,483354.769139893,471287.363873667,437003.492964952,428953.694269166,408643.964092057,395520.542009457,404935.903377255,403025.447955235,374552.832370992,369048.682246163,362177.286239247,347774.4494291,335106.673513823,341489.582402337,343412.912987386,347841.872562843,339224.385669804,344967.290023999,368198.854590409,337486.709300545,342397.383199438,343182.781711471
MWI,1623355.2,2106449.6,2054223,1851783.7,1693513.6,1978168,2262955,2438784.2,2553081.9,2736804,2840966.4,2397181.8,2326016.5,1835073.9,1464520.2,1432281,1503362.1,1690968.4,2033406.5,2595020.4,3133878,3264433.5,4003968.2,4851884.4
MYS,1254362.6,1246567.4,1214739.6,1068990.4,911298.8,764668,627432,681600,761819.1,806066,542561.6,294940.5,177937,106941.6,93706.8,89099.6,84207.6,66410.4,48064.5,32454,62451.1,59920.2,30339.9,30717.9
NAM,332325,339628.1,306424.3,305799.3,230949,218236.8,202516,208208,239241.6,246823.5,208825.3,195008,191987.2,189298.9,192525.2,209363.8,235009.2,250105.8,253624,275296.4,351019.2,316365,271901.4,298116.2
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NER,5431275.2,5458676.4,5512229.6,5390616.3,5544844.8,5864341.4,5066322,4728963.2,3210062.4,5267643.4,3439395,2680754.4,2815841.6,3429078.6,3617246.1,3754563.9,3502006.2,3859416.9,3119217.6,2829911.7,2821590,3858425.8,4739890,4531296
NGA,46346937.6,50260477.8,44415503.2,38192986.2,34904573.2,35874308,32858265.6,29049132.8,29392838.5,27885001.2,25753067.2,24447837.7,24090768,23712402,23169198,24550161,26243047.9,28442014,30184337.5,32093631.4,38612456.9,24845022.5,26238124,27437866.6
NIC,810352.4,867510,833565.2,863716.8,908010,930567,510665,514191.3,575622.6,605128.8,556586,527366.4,435485.7,396598.2,357833,343633,322207.6,296598.6,331219.5,351210.3,361918.8,339604.4,343560,348188.9
NLD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NPL,4123811.7,4221101.4,4544710,4323835,3887462.4,3043468,2389166.1,2081471,1683873.6,1275593.4,967423.4,1032960.6,846090,819989.8,861049.6,853948.8,820218.9,685737,580630.4,494043,508368,357762.6,327487,265259.5
NRU,1027.57084994171,924.72630916584,780.549226679305,657.215841364315,621.178909987617,494.357827716154,483.021118137914,486.190589287504,532.134187110828,458.567312126119,387.368340400994,347.090381389476,309.080795312916,268.153635920132,243.343744686824,208.662584545158,191.652133467395,158.472097744075,140.424301355076,108.906952386877,148.405827542724,155.577459318988,128.833617637837,122.491171478927
NZL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PAK,29648364.2406773,29310326.1660428,29363782.1944719,28605231.0288406,27651506.6935087,25829977.3141491,24510739.9425835,22869781.3717524,21695073.2160502,20712530.9738426,17957242.3324126,12919609.7231654,11119575.6712962,11461305.8487874,11455867.3256311,10698595.9781808,10433307.7343161,8319929.76601127,6843766.19497172,6067759.60900749,7981211.04299705,5244751.46816436,4113338.41909042,3520017.07710866
PAN,622092.315966812,630221.48664068,640588.369546572,640513.759622151,596033.872059648,563323.282058547,474289.604394574,477448.569739871,489648.473369677,479076.959831145,439618.636149354,421185.809145936,405940.362180057,393284.870214708,387254.452368551,398541.081641168,428905.187774959,417154.78706124,409587.727862955,423770.33999091,527417.353813149,502449.85710246,502759.470421738,516219.44902933
PER,6906347.5,7581550.7,6839117.1,6335817.6,6856432.2,7393958,6453655,5712356.7,5029535.2,4573457.7,3980041.5,3711072,3567809.7,3258229,3106591.9,3096909.9,3005820.4,2997778,2441400,2176937.4,2771558.4,2371494.4,2489420.5,2684682
PHL,13180648,12627061,12210935.2,11566357.6,12659361,13346587.8,14014316.4,12831404.1,13422220.8,13501154.4,15024438.1,16035287.4,15963681.6,14535795.6,13934198.4,12704328.4,11468520,10260980.4,9490219.2,8551184.6,12352670.4,11965072.5,9291752.3,8827718.7
PLW,1952.38461488925,1849.45261833168,1561.09845335861,1314.43168272863,1242.35781997523,988.715655432309,966.042236275828,1021.00023750376,1064.26837422166,917.134624252237,774.736680801989,728.889800917901,649.069670157124,511.929668574798,464.565330765754,417.325169090315,383.30426693479,302.537641147779,280.848602710151,217.813904773753,296.811655085448,311.154918637977,269.37938233366,256.117904001393
PNG,3254605.2,3220386.1,3161329.6,3002494.5,2968851.6,2825331,2710283,2540791.8,2460287.5,2187230.4,1988818.4,1977894.9,1824310.5,1641390.4,1406757,1306800,1280664,1231874.3,1216545.5,1208190.9,1258969,1910164,1918346.4,2057718
POL,10608600.3722954,9730074.1548756,8708539.31494471,8656871.28547419,7407407.31016428,6831810.66333317,5623786.72345773,4873193.80223986,4358686.94766161,4203835.97247379,4012526.409704,3798191.35081762,3642941.2393846,3305838.96182699,3535539.81830695,3557099.49777103,3289379.79937108,3373386.31499645,3106961.55586794,3290097.18650013,3560396.62257941,3146580.65352763,2969196.20327886,2955288.71670562
PRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRK,2356117.20183134,2138984.4257315,1821567.73030149,1546954.64740332,1474057.55340061,1181712.9513727,1162197.11235164,1176775.70231148,1294948.5443342,1121793.21565412,952616.222714126,858076.840871064,768189.408670722,609098.795190948,555642.25775445,478861.662205269,441984.665618262,367237.476690383,326946.071091349,254713.560368834,348632.271775594,367035.513344279,305183.41588992,291295.141337932
PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PRY,573254.3,438507.7,729391.6,533881.6,415821.6,439261,669485.4,720692.8,530321.9,571742.4,625347,673458,431926,283210.8,317165.2,320663.7,332887.5,244514.9,282736,221329.4,265681.6,266657.7,291449.6,275006.4
PSE,95723.1,115815,145297,118370.4,85171.5,70804.8,39517.2,159084.8,137131.2,66890.2,78493.1,57670.2,51969.5,84326.5,96184.4,115176.1,98215.5,124009.2,130341.6,133824.6,236296.8,196014,122640,140056
PYF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROU,2781489.6,2253360,1931982,1449324.3,991072.8,696507.5,650066.4,374440.8,0,0,0,0,0,0,1431992.4,1043542.5,0,637599.6,0,420832.8,424597.2,372393.5,330274.4,347802
RUS,40566608.7,32327185.5,26948192,26401221,23752855.6,20278861.6,15880077.6,11208645,8470513.6,7955970.8,6370353,5630275.2,4804603.5,4135593.6,4327206.1,5769908.8,5528217.6,4924458,4376536,3885165,5032545,3835081.2,4374950.5,3909469.2
RWA,1736826.4,1671630.3,1459656,1626632,1789172.2,1743548.8,1688380.4,1546637.6,1441638,1578361.4,1397690.8,1219856,1269865.3,1271368.5,1200301,1204764.4,1450420.6,1698271.9,1202692.4,1003049.6,1494535.4,1127849.7,1153663.6,1486846.5
SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDN,8215875,7922407.5,7666164,7409041.2,7344253.8,7140672,6811308.5,6550220.7,7441464.8,8570655,8950675.8,8380296.1,10393912,9676810,8370288.4,8328428.5,7622915.4,8892940.2,11830635,15892107,17860518.2,8017821.4,4868102.2,7009473.9
SEN,2328670.4,2392873.5,2679306.9,2427652.5,2222769.5,2256950.6,2209698.4,2341355.6,2553076.8,2569189.7,2769190.4,3252094.5,3137987,3275840,2347724.4,1833184.8,1388621.2,841688.1,545882.5,443716,498800,517525.9,600169.2,578677.7
SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLB,98674,120373.6,135589.5,133563.6,130447.8,122623,120259,91451.5,90698,106915.2,74131.2,60966,51667.2,43315.2,39847.5,38272.4,38460,39959.4,34576.5,33083.5,54626.4,54582,71366.4,74214
SLE,3384662.4,3822477.4,3769798.5,3920565.9,3953248,3673173.6,3371948.5,3047800.5,2944881.6,2974534,2865212.4,2734062,2186094.6,1459157.6,1369078.6,2700124.7,2460649.2,2464663.8,2515176,2100819.5,2026234.6,1073177.7,1118196,1209405.6
SLV,948855.6,1033550,1066230,1163747.9,933755.6,958008.1,757000,572504.4,831571,827267.6,773707.5,715795.2,597838.1,535085.6,552728,458323.8,480316.5,361632.6,340477.2,250104.8,337608,213626.4,229764.6,244043.8
SMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOM,3816949.11991935,3812850.98279136,3845927.63066051,3834618.52640634,3638458.71179708,3654179.99782489,3566649.8429468,3538210.09987228,3712674.42378711,3793104.4571221,3617376.03250606,3659511.5134002,3689121.07284238,3639023.16326928,3602463.38837891,3772659.73124234,3896185.48982043,4053663.94096556,4061596.70602441,4243830.48529918,4654507.49857028,4387591.70892377,4574578.95552149,4719299.47162914
SRB,304532.7,374637.4,290878.3,481895.4,729530.4,809998.5,506349.6,391891.5,358540,406112,493038,530646,1495819,583368,1758143.6,285002.2,1470294,1244805.6,228688.2,378138.9,389939.2,285374.6,293828,340055.5
SSD,,,,,,,,,2969717.8,3094720,3330163.6,4783552.2,6179812.8,5961811.8,6398551.9,7023450.2,7948926.9,8344176,8458069.3,9338478.3,9784229,10370230.8,10625282.2,10333489.6
STP,5601.7,6475.2,7876.8,8480.4,10153.6,11263.2,11066.4,13170.4,15113.5,19374.3,20545,20853.5,22966.5,22028.6,18737.1,18759,15660,15973.2,15946.7,16401,18006.8,19289.5,21610.4,25560.1
SUR,99944.9,101001.4,102057.9,100734,96923.8,98103.4,97272,96033,99704,100553,100939.4,95314.5,96391.5,97468.5,98366,104129.9,107887,108996.8,109964.8,110932.8,139240.2,142485.2,143462.8,144440.4
SVK,1485715.89349233,1363887.45811256,1221965.29208766,1216169.02392322,1041582.24991085,961471.881013889,791768.621924959,686290.11595332,614026.114296805,592321.311190045,565814.072959852,536212.917406209,515014.554734096,468145.249625712,501621.388579157,505607.321792151,468473.083787473,481394.688440808,444375.816283435,471608.28241328,511590.606602086,453205.388743305,428767.634876389,427828.034866728
SVN,547064.863171466,502365.213738126,449864.259383382,447955.590478385,384299.285390334,355632.403479299,293943.00080356,256055.630516856,230302.441461572,223217.383013285,214117.279645244,203582.50135903,195851.944388451,178283.518106308,191212.570540665,192891.191895332,178732.291518475,183826.13401081,169678.17865795,180129.965874968,195365.30501569,173101.012541471,163718.430858305,163371.087299944
SWE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWZ,526433.4,498301.2,528392.8,551109,557245.5,567709.8,573055.2,612326.4,645700.8,664194.4,611697.8,599637.5,570460.8,538014.3,557497.5,554771.4,602469.8,614876.6,594374.3,585527,599631.3,586224.1,579688.6,571911
SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SYC,34310.6068930716,34061.6329320507,33778.5362793269,33524.1631870433,31651.2817949924,31241.3083387527,29949.4761956719,28846.7170023105,29717.0703284921,29481.7650835421,27611.2664888872,27140.2707966802,26592.4264437436,25771.3337027142,24793.0951764404,25496.4422127241,25851.2097732184,25847.5383564484,25415.0762134317,26055.7512527962,27744.9686347561,25655.337619242,25967.5888743905,26006.8201765724
SYR,4923.3,3353.2,3417.6,1741.6,1780.7,0,1891.5,1963.3,0,0,0,0,2042,11886,49927.8,309127.5,372306.2,2247087,7520209.2,4325066.2,14944282.8,15548160.6,15857831.6,16016055
TCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TCD,4774698.9,4678020,4718848.4,4431451.4,3064476,2655674.6,3027300.5,3106432.5,3365505.9,3565930,3248717.1,3612672,3445596,3139026,2918907,2371723.7,2608586,2616440,2172449.5,1832842.6,2356439.5,2508193.6,3093821.5,3430072.8
TGO,2380114.8,2553444,2610797.2,2430262.8,2559384,3004562.4,2986720.8,3285756.3,3662714.5,3852413.5,3811408.3,3776974.5,3825264.3,3822940.4,3712091.5,3857581.7,3167899,2779987,2253462,2017276.8,2777619.2,2765228.5,3014819.7,2875062.1
THA,12925277.4,10630743.9,8489672.5,7811155,7020216,5842541.8,5121107.2,4223304.8,4378726.8,4474338.9,4193841.6,2917296,3555025.6,2875634.6,2770888.5,1737047.4,2217420.8,2091821.1,2110081.5,1531662.6,1832450.4,1633203,1245249.3,1190519.1
TJK,2792227.2,2952178.2,2745558.4,2717616.4,1661891.2,1455789.6,1305686.5,1165776,1027645.4,791390.7,709941.8,719853.6,602023.5,550312.1,541086.1,925856.7,671721.5,670859.2,628383,655086,703992.5,700060,619668,576748.8
TKM,1243004.01757823,1152737.47385661,1043196.29565261,1048607.95840491,907501.926945848,846608.135273204,705668.551330303,619161.330991602,561369.309162628,549323.171562916,532623.277044183,512821.743929709,500753.490822316,463053.90036711,504668.233015585,517320.232721699,487232.659883297,508880.230593386,477072.091940252,514175.017865001,565921.303818265,508577.758749366,487693.682311694,493176.469786705
TLS,418167.1,352199.2,343820.4,350284.5,355273.2,358587,439950.6,402357,469041.3,368768.4,337662,384314,412354.8,352182,291243.6,329361.4,295677,293511.1,294722.4,284671.2,332785.6,416245,346416.4,953767.5
TON,4049.1,3831.3,3148.2,2990,2990,3030,2590.8,2348.4,1936.4,2781,2745.6,2793,3097.5,3339,3635.8,4066,3413.3,3445.2,3477.1,3718,4295.7,3326.4,3525.6,3570.8
TTO,260248.451549296,259430.980908397,259895.852787466,256285.343519739,235386.885539616,219342.628889203,182193.205933411,181082.115332725,183270.020180459,176826.11453952,160376.933143698,151640.521901247,144386.950979496,138233.791016061,134309.049310199,136562.325782814,145130.287881215,139322.982065586,135118.68100813,137981.066688947,169412.846982405,159324.632996644,157183.52269642,159307.052314973
TUN,376321.2,327831,318607.2,305158,292496.4,269750.1,258978.4,258479.8,261240.8,277780.8,201096,180801.6,142619.7,114545.6,103629.9,42837.4,29650.4,28830,26815.7,24744.3,30947.8,31249.4,30322.5,31811
TUR,11661456,13185036.8,13699572.9,15735076.6,10989312,9669529.6,8272188.9,7787904.3,6741203.7,6591816,6726411,5938788.1,5383954,4729108.8,4937687.1,5799955.2,4381166.3,4440975,4153191.9,6330000.6,6212173.5,5163805.4,3817353.1,4423927.2
TUV,924.813764947538,832.253678249256,780.549226679305,657.215841364315,621.178909987617,494.357827716154,483.021118137914,486.190589287504,532.134187110828,504.42404333873,426.105174441094,381.799419528424,339.988874844208,268.153635920132,221.221586078931,208.662584545158,191.652133467395,158.472097744075,140.424301355076,108.906952386877,148.405827542724,169.720864711624,140.545764695822,133.626732522466
TWN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TZA,16015810.8,15549807.6,13572245.4,12207161.4,10767375,9505933.2,8899065,8342876,8130433,7972702.5,7306691.5,6731155,7298642.1,7681632.9,8227012.5,9078780,10069646.4,11324456,11599759.6,11006979.1,12234652.6,12798984.6,13535558.4,14500137.4
UGA,9497808.9,9596515.5,9505372.8,9553050,9373460,9082700.8,8628600,8103291,7824174.4,7875111.6,6932226,7131100.8,6923744.9,6838583.4,7491078.6,8470595,9334800,10852911.6,9951896,9604091.2,9857573.2,9491240.2,10782147.8,12168040.4
UKR,3145360.4,2429830.6,1871220,880230,656302.4,257906,83910.6,60301.8,18474.4,36795.2,13737.9,4557.6,49883.9,0,4488.3,53589.6,22219.5,8844.6,4400.9,0,0,0,0,0
URY,681612.860879506,678558.862800499,676786.696460633,663866.86335409,606061.973302622,562308.589866307,465760.221768374,461690.278787253,466670.089380486,450163.681450723,407157.089862179,384496.754034249,365486.194096383,349222.20888268,339244.422925319,344619.045651924,366174.880192603,351818.516435888,341487.125344655,349164.298118397,429679.172861761,404776.929917561,400704.081772468,406977.031547592
USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UZB,19320097.5,20299009.2,21169857.6,21922769.7,21691872,21649699.2,21606115,21279572.4,20986555.2,20748156.4,20705746.6,20612827.9,20415785.1,20071372,19903647.4,19493196.8,18739267.3,20107121.1,20377004,20238638.3,21685837.5,20717689.3,19594048.5,19589532
VCT,22166.2718985205,22027.1587563733,21963.0298130253,21556.7111371743,19873.8733724386,18433.5748256925,15241.0279714058,15067.1378406618,15318.9226594609,14590.4969604903,13274.2382586958,12381.1362451206,11727.4051093629,11169.3722911421,10812.1760522982,11045.4822324335,11589.1585194523,11194.688113378,10923.6515600163,11030.4631800757,13646.4630007598,12815.2422192953,12643.0224777555,12804.5494619566
VEN,5025996.90973121,5088273.67272223,5167209.48628852,5163431.11488483,4800178.57134119,4529585.94615915,3808718.90745984,3827744.16464006,3919137.46802317,3826592.07898657,3502950.80157657,3346768.79198378,3216213.95352464,3106725.03782426,3049033.64674808,3128381.80864968,3356390.42332174,3254295.83455898,3186753.91726531,3287078.02766257,4078202.43838923,3874474.89763361,3865575.64729791,3957990.05936208
VGB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNM,13086618,13947966,14326083.6,11013758.8,10708289.6,9847291.2,8747663.2,8073660,9702625.2,9036708,2831136,2942477.3,2342706.8,1985506.6,2110026,1684278,1513104,1213358,1186839.3,828146.5,1121304,1072267.2,771501.5,697486.5
VUT,10471,12236,9971.6,9910.2,10865,10742.6,11042.4,12034,13140,14483.7,15222,14749.2,15289.3,16040.2,15763.8,16960,16151.6,15789,16130.4,16329.6,23284.8,27660,32895,35724
WSM,10544.4,8483.2,7965,7351.4,7369.2,6822,6389.3,6697.6,6992,7659,5933.4,7498.7,8542.8,9129.8,8179.2,7430.2,7819.5,7957.6,8217,8477.4,7380,5110.6,8424.5,8466
YEM,1749962.5,2879874,3902989.7,4925832.2,5594751.5,5993769.6,6766968,7939480,8832855.6,8634005,8087758.2,10775163.6,11306649,11358301.6,11411760.8,17286097.4,19706009.6,20603454.3,20486277.5,20484150,22341981.5,22812318,22617888.8,23224975.6
ZAF,14733561.6,14968439.5,15631442.4,15905236.2,15342546,13528299.1,11511918,10326609,11433441.6,11799786.5,10930861.5,11424691.8,11982847.8,12242745.9,13155048,13800633.6,15017621.5,15381650.4,15239434.5,15474322.5,17504730.1,16990549.2,17260849.2,18595454.8
ZMB,3477336.2,3479916,3513920,3456297.2,4372516.4,5261134.5,5452675.2,5420003.4,5510559.6,5580203.2,5480445,5541952.5,5594820,5774808.3,6045327,6431950,6745900.6,6870078.6,7035195,7399896,7985272.5,8448012,8709359.4,8947415.4
ZWE,1233199.8,1254013.8,1733750,2739051.2,3197055.6,3672372,4049062.5,4474881,6031954.2,4978865.5,3872241.4,3193914,3018697.2,3492760,3886654.2,4381272.9,4917675,5478042,5928357,9122965.2,10341032,10593996,12449337.6,12900759.8
