cc,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
KHM,4803879.63915623,4618613.54758145,4203404.43717907,3850494.28431086,3429338.99238971,2866942.71454118,2835971.51477653,2565698.55878631,2448696.81857193,2193078.72613671,1907767.92548796,1508027.69864672,1303553.51074616,673353.450064527,545154.055728214,418145.539385846,353150.297928125,306351.111944034,248867.825877448,188669.749589845,236689.447892865,234318.725454842,198020.190582092,181222.421152782
KIR,10676.4,12065.8,11336.1,11596.7,12627,12834,13328.5,12739.2,12730.2,15129.8,15511.8,13187.2,12465.6,11016,9801,6944,4924.8,3874.4,4436.8,2172,2464.4,1835.2,1890,1894.4
KNA,231.781356436823,229.167889088049,234.646028208818,274.805824899327,266.613393332023,270.493935775499,263.201276425331,255.438787904282,260.01314290904,271.220472329926,267.570904679483,294.960773323852,311.351252760969,347.708543755959,376.761366550317,415.638282629031,358.154686801276,394.289104868016,356.260352333131,341.42608158477,351.796239711838,356.168414662537,352.350110690273,352.648043260956
KOR,232191.4,233793.7,235224.5,236498.5,237640.2,238669.2,122240,122655,118125.6,182702.3,247765,184056.5,124880,120405.6,120924,116366.2,116821.6,117258.6,117677.2,118079.7,118466.1,118834.1,119179.1,119508
KWT,10334.4252619983,10506.8495236238,10703.8528612704,12681.9964724817,12264.216093273,12569.6875869553,12512.5886812602,12787.2657224883,13791.0970998955,14991.5786568247,15728.972004492,18100.3813014695,20333.6318149279,23604.8177440366,26387.2497832092,29744.5869168703,26392.7444655559,29657.7095788906,26700.441048967,25905.7039402444,26557.5301663165,26780.1802817815,26863.6584391791,27263.341827278
LAO,1780418.9,1627207.5,1448723,1269450,1173788,1140442.8,1141139.9,1222725,1022957,1018156,828844.2,848122.6,700627.2,665088,629323.2,594428.8,559562.4,523265.4,504672.5,467636.8,500833.5,505504.8,482684.8,433531.8
LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBR,1022155.5,1060608.6,1066536.6,1834666.2,1844248.5,1879314.3,1899675.2,1874185.5,1780218,1716093.3,1617890.4,1451311.5,1309384.2,1146772.5,1138586.3,1176750,1274386.8,1295148.4,1346014.2,1521468.9,1676664,1655404.8,1652876.6,1627365.6
LBY,191278.035956506,190694.460243658,179040.439209595,181503.681024534,167577.137278895,156500.36493742,153265.847185819,149525.463396655,145581.498664292,136828.140953826,112700.582938238,129938.770236692,129374.958816981,144804.964118271,167053.964411729,330306.844544657,372462.228965727,502326.670630823,604755.499596373,571399.681017192,689104.182983684,705691.478565476,722050.694520315,747171.660146539
LCA,18792.9,40370.1,43776,24568.6,11696.4,13792.4,8731.6,8283.2,23693.8,8857.8,9549.6,7377.6,9240,10762.5,10991.7,11735.1,9113.6,8914.2,8550,8597.5,13050.1,11891.7,9113.4,8692.5
LIE,166.277929617721,169.384961499862,169.743935299996,198.795703118662,188.851153610183,193.209954125357,184.240893497732,178.807151532997,182.009200036328,191.449745174065,188.873579773753,204.203612301128,215.550867296055,242.739926773028,258.151306710402,279.611208314076,240.940425666313,265.249034183938,241.748096226053,237.778878246536,240.702690329152,239.492554686878,236.925074429666,243.205547076521
LKA,2088558.4,2258212.2,2100301.8,1606374,1485909.1,1448755,1164464,1044039.7,899564.6,770880,678652.8,574914.5,598423.2,455721.6,402148.5,289996,270374,288102.6,226260,201772.8,290959.2,268554.2,449524.8,450690.8
LSO,1176653.2,1206851.4,1251516,1246508.2,1210831.2,1145820,1059477.4,991198.2,910400,948592,874976.7,813422.4,730664,721179,786294.4,748073.4,705500.4,722598.8,754936.8,789594,764634.6,769247.2,767158.2,764375.7
LTU,8755,20143.4,17225,6488.5,3042.9,59523.2,50220.8,43684,4822.5,70985.6,47781.9,21560,28851.5,21285.8,37321.2,21110.4,36931.6,29478,26756.1,15757.5,15686,15052,14988.4,14914.2
LUX,0,0,0,313.6,90.2,137.1,0,95,0,198.8,0,624,212.8,490.5,778.4,1701,691.2,1632.4,1652,597,604,611,619,627
LVA,32899.2,28779.8,16797.6,13830,6381.2,53147.2,34487.5,439.8,651.6,7507.5,36641.4,21547.6,22106.2,23879.7,15926.4,12954.5,12805,15592,6948,4586.4,4732.5,4500,4461.6,4420.8
MAC,2156.57435989044,2182.07685696881,2241.61843969701,2689.58892454661,2616.14392207047,2666.29736692992,2595.16458555376,2574.82298207516,2672.93510910494,2791.97545045512,2817.36423162515,3114.10508759221,3370.97606354664,3778.87021138552,4109.48972033586,4541.79287018269,3985.28487858875,4466.22022423226,4020.65254775962,3914.20614959683,4024.05523319506,4065.23259494137,4082.4012824804,4146.65457765468
MAR,2313770,2319969,2204621.1,1892109.6,1711149.3,1632873.5,1432321.6,1308369.4,966868.2,838138,751888.8,653894.1,569994.3,524272,483883.8,466373.6,465656.4,414584,380016,366350,526408.2,374980,367765.8,348702.9
MCO,161.23920447779,159.421140235164,164.751466614702,192.948770673996,183.296707915765,187.689669721775,178.976867969225,178.807151532997,187.209462894509,196.767793651123,194.120068100802,209.875934865048,227.52591547917,249.300465334461,265.128369053927,287.16826799824,247.4523290627,279.586819815503,248.109888232002,237.778878246536,240.702690329152,239.492554686878,243.000076338119,243.205547076521
MDA,1305670.8,973663.6,566401.2,234049.2,272873,451865.9,81242,39216,39475.2,27033.6,16748.5,8969.4,5703.6,1221.6,0,1219.8,4466,0,0,1209,1205.4,0,0,0
MDG,10883960.1,11545310,12992875,13026638.1,13282818.3,13609721.4,14060680.7,14491188.1,14839773.7,16080844.2,16952526.5,17717011.2,18022855.5,18545599.7,19003298.4,19498676.4,19907731.8,20362187.3,20858074.6,21238875,21842660.8,22365576.8,22949841.6,23438460.2
MDV,21187.4,26231.8,23079,17183.8,13497.4,26062.3,12131.7,11625.6,9901.5,14732.5,8723.5,825,2045.8,278.6,0,41.8,0,0,0,0,0,0,0,0
MEX,9073334.8,7884625.5,6876994.5,6993434.2,6366202.5,7094068.8,4568818,5211557.6,6092229.6,6283472,5302818.8,4870781,4639833.6,4619607.2,4608636.2,4456541.4,4094034,3758672.4,3438961.7,3572856,4872868,4142750.4,3654402.3,3499571.9
MHL,3525.6,3099.2,2901.6,3121.7,1794,1632.8,1794,1828.5,2412.8,2360.8,2268.4,2024.6,1794,1473.4,1605.9,1425.7,1001.7,567.1,519.4,450.5,450.5,459,450.5,450.5
MKD,106174.8,109913.4,29915.4,25457.2,15838.9,30900,58589.2,27891,13228.8,202141.3,216419.5,188344.8,143313.4,108574.8,93880.4,114400,88234.4,93526.7,70890,55514.2,64728,54314,53687.3,52459
MLI,7778505.6,6481626.6,6605132.5,6324234,6655743.2,6580731.6,6580432.5,6829794.4,6971447.8,7135031,7055100,7391299.6,6980216.6,6726319.6,6015079.8,6651814.4,5031402,4016197.2,3263475.6,2904127.5,3105633.5,3211100.4,3382158,3382763.1
MLT,2019.6,2034.9,2045.1,2060.4,2065.5,2075.7,2080.8,1681,453.2,1780.2,915.2,796.1,504,126.9,0,342.4,387,688,432,1299,1305,1308,1308,1311
MMR,37729576,35647106,33596678,30727650,27223739.9,23683945.5,19675168.8,15803880.8,12810113.1,9985100.5,7854273,6612332.4,5715642.7,4625175.2,3863145.6,3259528.8,2115400,1062082.9,813210.5,635742.9,580964.8,1448047.8,1348399.8,1241047.6
MNE,2084.2,2084.2,2087.6,1412.2,1414.5,1416.8,0,2228.4,558.9,0,0,1312.5,7887.6,6520.8,0,8478,15536.3,20819.9,17863.6,16128,18144,16102.4,13209,12957.4
MNG,570724,470932,316368.5,244924.8,171543.9,136205.3,89785.8,57002,37068.9,44839.2,30928.2,23753.2,13230.5,10902.2,9649.2,13694.2,21498.8,23685.2,22166.2,18679.4,18933.1,26983.3,21068.8,17976.6
MNP,347.672034655234,348.733744264422,344.480339285287,391.744473792658,361.038970137114,353.298201829223,326.36958276741,306.526545485138,296.414982916306,297.810714715213,283.310369660629,306.305418451692,323.326300944083,354.269082317392,383.738428893841,415.638282629031,358.154686801276,394.289104868016,356.260352333131,341.42608158477,345.624375857244,337.745910455854,334.125104964914,334.407627230216
MOZ,14809519.9,15097985.8,15478518,15780686.4,16004612.7,16227878.8,16300305.5,16359212.4,16429277.7,16560896,16722868.8,16893678.6,17057231.1,17348634.2,17641539.6,18176337.9,19104978.3,20097780.6,21153544.1,22382053.4,23679266.1,23879078,24384425.6,24578347.2
MRT,583518.6,630207.8,661364.6,591104.3,579082.9,511129,353665.8,384308,402707.4,414058.6,397822,366594.8,332444,318442.2,263753.6,252653.2,270963,251940,242890,238694.4,243984,250308,256683,251292
MUS,9361.5,9313.2,9135.2,7012.2,5467.5,5254.6,4298,4072.2,3720,4478.4,4992,5129.1,5137.3,4643.5,3896.7,3273.4,2524,1644.5,1394.8,1016.8,4076.8,2679.6,2302.2,1536
MWI,6990552,7845676.8,8268547.9,8475519,8695736,8998904,9278787,9518455.7,9784197.6,10071733,10376428.8,10541974.2,11052200.2,11091670.7,11088022.4,11477579.4,11920159.9,12451337.8,13082029,13617941.4,14176487.6,14444857.5,15035790.6,15567472.8
MYS,350108.6,393403.4,418625.4,387601.6,314675,251468,201301.1,186375,178932.6,157348.5,89958.4,40089,23336,8911.8,9068.4,6144.8,6237.6,3162.4,3204.3,3245.4,3286.9,3328.9,3371.1,3413.1
NAM,790173.9,813019.8,801296.6,785063.7,695661,684784,641266.4,607360,595366.2,599642.2,539338.6,483752.8,443517.6,412426,375329.3,379426.4,395648.4,419883.8,432713.6,456537.6,578022.4,498481.2,416971.6,418850.4
NCL,1073.24845480529,1081.07460721971,1103.33557944998,1315.55980004997,1271.96806402152,1286.22626603452,1247.57405025607,1226.10618194055,1268.86413739612,1318.87602231023,1316.86857008922,1446.44225379966,1550.76873971329,1718.86110309549,1848.92152103396,2032.84905504017,1771.23772381722,1978.61441715586,1781.30176166565,1725.42109086589,1771.32492626838,1786.98290804825,1786.05056108518,1805.80118704317
NER,9613720.4,9755456.4,10001596.4,10343300.4,10786455.9,10963295,11196783.6,11662526.8,10584982.8,11854174.4,10497217.5,10333958.4,9926373.6,10165624.2,10256204.4,10768256.4,11146881.6,11554626,11495142.4,11604723.9,11406735,12603024,13606730.8,14063200.8
NGA,72664852.8,72806178.9,67292318,65999697.3,63865349.8,63328852,62935558.2,62022241.2,60950673.8,58827162,56533057,56371729.7,57282492.8,56325546.2,54596724,56238892.8,59814062.4,60606305,61191350,62137450.4,67597568.7,46581774.1,47120201.2,47938444.4
NIC,938540.9,958290,926643.2,939711.3,953676,928415.4,488320,465588.9,464302,469144.8,408545.6,382747.2,319121.1,294327,236951.6,207396.2,178935.9,171616.8,218718,258485.7,263097,203503.4,180614.4,165835.7
NLD,33444.6,35239.6,35442,37262.3,39088.8,24550.5,8220,4952.1,21539.7,18289.7,8341,16737,13431.2,15156,10133.4,10163.4,8493.5,32368.4,17085,17133,17181,17230,17277,17325
NOR,10797.6,9950.6,9546.6,9140,11954.8,9264,6074.9,6134.7,10975.6,4345.2,7329,4947,6014.4,6600.1,5655.1,8840,14714,15387.4,13382.5,8641.6,10355,8800,8883.2,8966.4
NPL,9738558.2,10024813.8,10433180.2,10139680,9518714.9,8148392,6755036.4,5856431,4723318.4,3214388.4,2323978,2090515.5,1913380,1824687.2,1676780.8,1507305.6,1466539.8,1324586,977592,847358.6,807942,672716,605542,621019.3
NRU,,,,,2639,3061,3552,2117,1212,1531,1337,852,267,143,111.1,143,143,233.2,111.1,89.1,89.1,89.1,89.1,89.1
NZL,19444.4403149935,19469.3067512194,19785.1533998202,23516.3622924488,22667.6928789163,22826.37600881,22035.2108623287,21625.4477839765,22246.7245072975,22995.2416147961,22927.1539892028,25060.3210873996,26746.2701169855,29633.9526819937,31864.2437228759,34868.2733827337,30351.9817305591,33736.8095910706,30212.1502362507,29216.3175527539,29834.7898731057,29936.5693358598,29864.7093819548,30127.087144104
OMN,11427.8286173633,11433.4849012407,11657.4143801615,13950.7808129744,13580.6197228499,13861.4341373934,13596.9779401326,13604.669843782,14347.5252257209,15331.9337593564,15954.5710025551,18361.3081394098,20740.7834531538,24352.71914004,27629.1668803566,31739.6506734897,28808.6606256154,33234.9870939659,30727.4553887325,30496.6653586968,31785.0988511573,32362.1990564064,32586.3102369418,33075.9544024069
PAK,49258778.8,46643698.8,48574813.2,44222278.2,33669174,30889737,29329449.8,25044014.6,23286541.2,22401405,18522924.6,16495224.8,16100945.5,14627816,13118172.9,11173479,9486267.3,9358260,8936178.5,10209390.3,13501922.4,9163022.4,5719336,6607251
PAN,335531.7,434454,301140,318332.8,287345.1,285133.6,318508.8,230381.8,143101.2,90548.7,123497.7,90846,130923.1,85971.2,112825.6,59931.9,61316.8,86079,58684.2,42260,63921,50048,41050.2,38485
PER,4993820.5,5317852.5,4668475.5,3949110.8,4448226.3,4917341,4360200,3740334.6,3127706.4,2554988.1,2003238.6,1934400,1833667.2,1650510,1492898.6,1480994.4,1461604,1447425,1165361.6,988020,1352467.2,1040897.4,987595,994709.1
PHL,11722197.6,11647169.2,11503172.8,11317261.6,11948065.8,12716787.6,13434777,12009908.5,10935616,10264197.3,11631520.7,12262278.6,12098688.3,10891998.6,9709894,8432256.4,7366716,6337047.2,5389507.2,4875580.6,7437931.2,6800613.3,5283766.8,4625678.8
PLW,7510.38534880016,7447.5748570208,6653.58834535666,5991.58839852309,5250.46159747334,4320.93852982845,4209.23415922305,3939.4362604747,3528.127395104,3112.95773759647,2666.52865397717,2178.33138475589,1852.51564767337,941.251577671241,749.671610915624,592.808471870642,492.913751707826,401.960221857214,337.011705607771,251.819116118219,311.526643951123,304.238194051377,265.303453334195,239.753562641011
PNG,3160438.4,3269552.3,3364189.4,3395613.9,3398959.2,3325479,3248587,3057697.8,3162063.3,2998756.8,2752217.6,2863986,2877283.2,2902421.6,2619639,2535192,2490988.5,2508304,2638514.6,2624187.2,2841873,4012237,3950392.8,3981035.5
POL,53971.4,34671.6,30787.2,30750.4,42235.6,69053.4,15336.4,11499,3832.5,7665,3832.3,11496.3,7663.4,3830.9,3829.3,0,0,0,3810.5,0,0,0,0,0
PRI,19132.0393563177,18931.2604029258,18951.4111293761,22142.3331679522,20973.5869421191,20789.3910638884,19766.4158595424,19137.4739897888,19422.9817753053,19815.0486255158,19495.9506233129,21027.2997444523,22141.8640905781,24201.826753127,25682.5664865133,27757.0802199351,23885.6616579469,26259.6543842099,23277.7969497665,22284.1487177203,22527.3030692668,22389.4834458554,22119.0819486773,22095.2239519019
PRK,9063453.98224415,8613492.70088741,7763739.56077942,7051500.38622182,6229672.68540211,5164385.73085096,5063919.15525329,4540481.67850141,4292849.0079928,3807614.25674112,3278763.63293032,2564414.69018739,2192496.37653685,1119910.09141398,896642.945303226,680220.775631931,568374.366060187,487922.286445821,392327.58146912,294479.563653337,365916.36392459,358876.60790124,300565.742762135,272683.193266357
PRT,93195,93591,93996,94383,56851.2,57056.4,9539.1,27638,14912.8,18123.7,14912.8,54187.5,74074,90532.2,57590.5,50006.4,38376.4,42348.9,29843.9,15382.5,18394.2,15274.5,15222,15171
PRY,530830.3,483385.8,729391.6,465464,325698.4,351756.5,467698.5,467734.4,261230.4,353585.6,339066,317847,212454,115741.4,157927.3,125477.1,113652.5,66747.8,97233.6,70518.2,92564.6,73634.7,73043.2,69483
PSE,19015.7,22501.2,42237.5,23398.8,20679.5,7152,11342.9,51027.2,31201.2,10686.6,1626.8,7940.1,11167,17218.5,22231.3,24713.9,17247.6,28541.8,33848.4,30084.6,52155.6,48594,17920,18368
PYF,1194.17785816363,1200.64046239608,1223.15482789703,1455.88617872197,1399.72031499312,1407.67252291331,1358.11858635471,1333.39047286035,1367.66913170155,1414.60089489726,1406.05887164905,1531.52709225846,1628.60655290353,1791.02702727126,1925.66920681273,2093.30553251349,1823.33295098832,2028.79666686634,1819.47251370135,1762.00245674997,1796.01238168675,1799.26457751937,1786.05056108518,1793.64090968934
QAT,2982.92528283911,3073.83886015926,3220.14230201464,4028.53645437525,4215.82428206261,4775.0460090981,5321.92980932019,6079.4431521219,7223.16511001314,8455.69707852122,9338.74922214667,11072.3736447723,12627.6883090939,14761.2117632247,16570.5230658704,18749.0650764114,16729.0798253178,18918.708140849,17145.0294560319,16729.8779976537,17225.6720181709,17439.9706489932,17550.6805135207,17857.3672940936
ROU,1376361.6,976089.6,1003144.5,690982.2,483660.8,379328.7,410009.2,180909.6,0,0,0,0,0,0,1402034.4,1047517.9,0,643503.3,0,420832.8,422658.4,389759,330274.4,322959
RUS,4362630.6,2566344,1466469.5,1575976.5,1440440,1105858.6,630616.8,286300,128774.7,100165.1,114523.2,57305.6,43026.3,14359.7,28752.2,57555.2,43189.2,43197,43189.5,43168.5,71893.5,28727.2,28688.2,28640.8
RWA,6135074.4,6140971.7,5982882.4,6122872,6110874,6047120,6049262.6,6091125.6,6103419.6,6156806.7,6185089.2,6188666,6083917.1,6087963,6072978.5,5950559.3,6078180,6323041.1,6044717,5620404.2,6400851.7,6001819.4,5351413.5,5155797.3
SAU,104624.088805526,106129.642200928,109370.011488736,131889.255154343,129024.219035616,131967.918952022,129384.483465164,129011.914218937,134894.81854121,141784.490446827,143890.188857637,160175.044559979,174153.12572703,196455.327222117,214726.070684307,238478.13245317,210171.682118385,236136.160459047,213463.568967605,208147.971880429,214225.394392945,216544.255280087,217460.768314983,220775.915497389
SDN,6978725,6799018.5,6544776,6187447.2,6055311.6,5771270.4,5458528.9,5323466.7,5381714.8,6252170,6065690.4,5239883,6121899,6135525,5758818.8,6156467.1,6249524.1,6866290.2,8455790.7,9850725.5,11856214.3,13235202.4,14435338.7,21271578.9
SEN,5224682.4,5269186.5,5395003.3,5198911.2,4908935.5,4765923.6,4747615.6,4873866.5,4952383.2,5089430.5,5196106.8,5518584.9,5379797.8,5615524,4871455.4,4082730.2,3273508.8,2246086.7,1686532.5,1485192.8,1553160,1566708.1,1466878.8,1456928.1
SGP,19721.5701976897,20022.2988314102,20623.8881389496,24843.6159573881,24272.9276846029,24791.597256485,24277.6857374725,24179.8356630193,25226.4751250351,26409.4287370669,26620.6817714451,29359.9415908511,31560.2394865975,35171.0472278433,38011.0356475209,41828.3253518489,36609.9208944868,40927.2090853001,36847.4992984553,35776.5758346327,36630.0119770133,36795.8817354814,36693.011527056,36973.3232943081
SLB,205958.8,236761.6,253692,252108,253046.7,240499,236758.4,208539,194980.5,211972.8,176563.2,162918,155443.2,149798.4,150075,153559.2,153900,164542.3,153631.8,156781.5,225892.8,240240,265843.2,270590.4
SLE,3179282.4,3545719.8,3251296.3,3218181,3239520,3278811,3250289.3,3042988.5,2928233.4,2927840,2742491.4,2558844,2020327.6,1304797,1217588,2399789.2,2118214.4,2055776,2011832,1945524.4,1846786.5,755412,734575.2,728547.3
SLV,759319.2,832746,874962,944015.1,689514.9,680071.2,463284,308458.8,471692,455365.4,391477.5,330652.8,288654.4,226286.2,216066.4,145830.3,166873.5,137764.8,117980.8,90244,119232,74899.5,68733,68411.2
SMR,141.084303918066,139.493497705769,139.789123188232,169.56104089533,161.078925138097,165.608532107449,157.920765855199,148.154496984483,156.007885745424,159.541454311721,162.641138138509,175.841999481527,191.600770929827,209.937233965862,230.243057336305,249.382969577419,214.892812080766,236.57346292081,216.300928202258,207.294406676468,209.843371056184,208.788381009073,206.550064887401,206.724715015043
SOM,5073224.00491561,5138579.45934767,5212125.090399,5239258.70459165,5105708.99796185,5071547.37914476,5067731.48825772,5066042.80954108,5060858.18545304,5148793.85753974,5071063.58526936,5075883.41246653,5071849.18386146,5074903.27665013,5074760.37961425,5239889.24296989,5350296.10719966,5410012.17817683,5461132.11836382,5567033.82858238,5940856.66937379,5689001.7273893,5800457.20333442,5967738.34748396
SRB,24666.2,24473.8,12158.9,35351.4,74064,72798.5,43113.1,33799.5,10010,12691,9030,11692.2,478303.8,20516,614772.8,6195.7,560952,473834.9,3504.8,4366.5,4352,0,0,0
SSD,,,,,,,,,3229081.8,3340363.4,3609019.5,4890132,6339934,6372007.7,6754859.8,7129200,8073683.1,8677440,9185409,9544054.8,10195251,10368834.7,10725480.2,10971721.6
STP,28592.3,30217.6,32616,32486,35248.8,35599.2,33103.8,35517.7,36756.7,40202.1,39585,38001.7,40296.6,37942.3,33043,32370,32300,31722,31496.3,31545.3,32264,33026.3,34731,37629.5
SUR,87126.6,85801,86698.5,85721.7,84401.6,80987.7,81799.2,82773,81164,82109.6,81687.8,81508.5,82429.5,83350.5,84118,84885.5,86812.7,87433.9,88210.4,88986.9,93809.4,99809.6,100494.4,101179.2
SVK,42112.2,32400,22680,13500,4319.2,4859.1,0,0,0,0,27020,22722,21668,15190,36944.4,35897.4,75127.2,12528.1,9265,6541.2,6542.4,6541.2,5450,5447
SVN,198.8,198.9,0,0,597.6,1997,1002,604.2,0,0,204.5,0,618,413.2,0,0,0,0,0,0,0,0,0,0
SWE,0,0,0,28646.4,35960,97610.4,32745.6,37568.3,53574.6,42839.8,51645,58689.2,43888.6,62497.5,45543,55654.8,25576.2,24777.5,72875.9,32169.6,32390.4,32601.6,29733.7,33008
SWZ,640492.2,602704.1,596603.9,591545.4,586920,580760.6,577539.2,575992.3,579000,584122.6,555804.8,548555,493084.8,459847.8,473063.5,470091.6,484017.2,485695.1,481703.3,476147.5,490842.9,477669.5,467941.4,465526.5
SXM,161.23920447779,159.421140235164,159.758997929408,187.101838229329,177.742262221348,182.169385318193,173.712842440718,163.48082425874,166.408411461786,175.495599742893,173.134114792607,192.858967173288,209.563343204498,236.179388211595,265.128369053927,294.725327682404,260.476135855474,286.755712631285,260.833472243899,249.972666874564,253.046418038339,257.915058893561,255.150080155025,261.44596310726
SYC,599.4,581,756,688,756.8,551.8,450,333,436.8,436.8,1315.6,1140.8,1140.8,1153.2,1050.9,893,741,639.2,494,432,556.8,436.5,388,388
SYR,480842.3,630401.6,473337.6,262981.6,160263,64029,189150,131541.1,79271.4,97877.5,98784.6,62592,220536,1422358,2025916.5,5369451,4959782.1,10259870.4,14850264.8,12721762.3,17956983.6,18586104.3,19421136.3,20377627.5
TCA,95.7357776586876,99.6382126469776,109.834311076468,134.47944622733,138.861142360428,143.527394493122,142.128689269679,143.045721226398,150.807622887243,159.541454311721,162.641138138509,181.514322045447,197.588295021384,216.497772527295,237.220119679829,264.497088945747,227.916618873539,258.080141368156,222.662720208207,219.488195304495,228.358962619965,227.210885215756,230.850072521213,231.045269722695
TCD,5757504.3,5683794.3,5651455.6,5405098.7,4278226,3702642.6,4021463.9,4179622.5,4368589.2,4481568.8,4120034.2,4499865.6,4171051.5,4020317.4,3768389,3709583.2,4347161.6,4750120,4820842,4883363.2,5341480,5604873.8,5873602,5940488.4
TGO,2833967.1,2956780.8,3010398.3,2990387.7,3167680.5,3457577.2,3559428.6,3763117.5,3848160.6,3892298.8,3895297,3933263.1,3971361,4003945.5,4028721.7,4056357.3,3396079,3002230,2477210,2275986,3034169.6,2790983.5,2903224.8,2870565.6
THA,2499432.6,1715661,1127684.8,961869.5,773523.8,628089.6,612163.2,357458.4,199638,167202.5,181464.3,47271,81412.8,40885.8,61575.3,34329,27545.6,27614.8,20754.9,69306,69411,69498,55653.6,55696.8
TJK,2822685.6,2783247.3,2541156.8,2417047.5,1433683.2,1212472.6,1023546.2,915456,704587.6,507416.7,459284.2,422064,375765,319720.7,315285.1,522343.9,410545,398768.7,380672.6,362388,347732.5,319613.6,261637.6,235305.5
TKM,1472993.7,1440398.4,1472434,1452206.4,1390502.4,1066797.6,922749.8,746084,578992.8,514822.4,428325.4,288709.2,229114.5,180834.2,157967.4,131890.5,114938.6,104219.8,102392.5,71316,100717.7,77074.2,78107.4,75348
TLS,421651.1,365326.3,374866.8,399679.9,397603.2,405783,486001.7,435372,500763.9,406005.6,384837,410916,432833.7,355263,296212.8,338172.5,312427.8,302201,306770.8,297118.8,348540.4,410318.8,268170.1,947580.9
TON,3118.5,2940.3,2296.8,2180,2330,2141.2,1938,1575.9,1493.5,1297.8,1466.4,1512,1753.5,1897.4,2067,1915.3,1701.3,1641.6,1504.2,1628,1931.4,1164.8,1175.2,1175.2
TTO,7861.6,7123.2,5878.8,4237.2,3614.8,3242.5,2606,2489,2237.2,2642,2525.1,2536.5,2281.4,2158.4,2031,2176,2457,2738,2883.3,2889.6,3445,3588,3588,3452.5
TUN,424816.2,361103.4,340308,316092,292496.4,265708.9,255919.6,247152,237302.4,232536.2,162792,136677.4,95805.6,72692.4,57943.6,22546,13684.8,11532,10493.1,9426.4,17854.5,14422.8,9703.2,9788
TUR,992868,1585542.4,1368003,2550919.6,1346860.8,1588953.6,1217105.1,911720.7,394469.6,513648,556917.9,95431.7,67113,227361,154062,164371.2,159026,113043,32766.8,298663.2,285039,101416.8,25505.7,25621.2
TUV,273.6,273.6,235,271,271,428,363,271,235,358.6,399.3,298.1,399.3,298.1,271,178.2,63.8,63.8,63.8,15.4,15.4,16.8,16.8,16.8
TWN,110045.757056091,109527.30525219,110548.234098465,130421.675110732,124763.959187998,124774.988374155,119630.244160841,116648.676884369,119236.827075228,122405.52179643,121204.373331479,131512.798644491,139293.760465984,153122.970023851,163353.960648937,177477.546682596,153400.908308685,169379.430558484,150736.29978895,144850.015112339,147001.453288711,146600.147642047,145332.270655921,145728.763808251
TZA,28562554.6,28781893.2,28021866.6,27430821.6,26491950,25313685.3,24494778,23578057.6,23495610,23408926.5,22786735.7,21706191,21964642.5,22599293.1,23312480.5,24143628,24901813.2,25669149,26502762,26259594.3,27940707.4,29051560.8,29096121.6,29192329.6
UGA,16582102.2,16923769.5,17220772.8,17343525,17274735.4,16983680,16542090,15998570,15708510.4,15691233.6,14936166,14192013.6,13967302.9,14278030.8,15048175,16045956.5,17416662.4,18246779.1,18434028,19071046.4,20007712,19961310.2,20252953.3,20438991.2
UKR,2202729.1,1723146.8,1276268,542412,439108.8,187568,74587.2,46386,13855.8,32195.8,4579.3,4557.6,49883.9,0,4488.3,53589.6,44439,13266.9,4400.9,0,0,0,0,0
URY,21918.6,26948.7,39270.4,37583.8,30248.4,21945,18653.6,12692,7707.3,9416.4,5735.8,4739,5774.9,5793.6,5130,5148,3099.6,2419.9,2082,3482,4543.5,3506,3518,3528
USA,2114872.5,2136397.5,2156302.5,2900270,2925390,2951290,2978270,3005950,3033740,3060760,3086410,3110510,3133360,3155370,3971487.5,3999112.5,3221790,4055750,3267670,3290930,3314310,3337830,3361500,3385240
UZB,20212176.6,20344347.6,20529506.4,21052265,20692560,20308192,19807174,18894251.6,18029258,17172344.4,16517681.8,15830977.4,14903434.5,13956298,13026122.9,11987712,11229723.7,10792300.2,9978129.5,9192521.4,9641473.5,7937799.1,6489358.2,6086870.4
VCT,14502.0223137911,14226.2324827228,13401.9091797566,13016.827612574,11957.1755229935,11301.9848185237,9206.45818743264,8722.46449823048,8202.71573568157,7707.05217961456,7031.24381271364,6464.53131957354,5487.7040946632,4913.89086592393,4637.68473562439,4580.96538948827,4767.17296495454,4769.91293493499,4710.3750829002,4717.15174071209,5447.7645420451,4903.63935967038,4567.4259499783,4493.25560671981
VEN,2791632,2567149.2,4161994.2,5083258.5,4372914.7,3846182.4,1942140.7,1755609.4,1691334.2,1852437.6,1979709.6,1912213.6,1814505.1,1843334.4,2047150.8,,,,,,,,,
VGB,105.81322793855,104.620123279327,104.841842391174,128.632513782664,127.752250971594,126.966541282377,126.336612684159,127.719393952141,130.00657145452,143.587308880549,141.655184830315,158.825031789766,173.638198655156,190.255618281562,209.311870305732,226.711790524926,195.357101891605,222.235677289246,203.577344190361,195.10061804844,203.67150720159,202.647546273512,200.475062978948,206.724715015043
